sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	isolate_number	latitude	latitude_units	life_stage	longitude	longitude_units	mouse_dob	mouse_id	mouse_strain	qiita_study_id	sample_type	scientific_name	sex	taxon_id	tube_id	zarrinparlab_quant_ng_ul	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run	plate
12986.46R.Month6.9		46	Month6	3/13/18 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month6_9		46R	B1	B	3/13/18	AZ51	magnetic bead	Thermo CORE	2	21
12986.46R.Month6.10		46	Month6	3/13/18 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month6_10		46R	B1	B	3/13/18	AZ51	magnetic bead	Thermo CORE	2	21
12986.46R.Month6.11		46	Month6	3/13/18 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month6_11		46R	B1	B	3/13/18	AZ51	magnetic bead	Thermo CORE	2	21
12986.46R.Month6.12		46	Month6	3/13/18 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month6_12		46R	B1	B	3/13/18	AZ51	magnetic bead	Thermo CORE	2	21
12986.46R.Month6.13		46	Month6	3/13/18 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month6_13		46R	B1	B	3/13/18	AZ51	magnetic bead	Thermo CORE	2	21
12986.46R.Month6.14		46	Month6	3/13/18 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month6_14		46R	B1	B	3/13/18	AZ51	magnetic bead	Thermo CORE	2	21
12986.46R.Month6.15		46	Month6	3/13/18 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month6_15		46R	B1	B	3/13/18	AZ51	magnetic bead	Thermo CORE	2	21
12986.46R.Month6.16		46	Month6	3/13/18 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month6_16		46R	B1	B	3/13/18	AZ51	magnetic bead	Thermo CORE	2	21
12986.46R.Month6.17		46	Month6	3/13/18 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month6_17		46R	B1	B	3/13/18	AZ51	magnetic bead	Thermo CORE	2	21
12986.46R.Month6.18		46	Month6	3/13/18 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month6_18		46R	B1	B	3/13/18	AZ51	magnetic bead	Thermo CORE	2	21
12986.46R.Month6.19		46	Month6	3/13/18 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month6_19		46R	B1	B	3/13/18	AZ51	magnetic bead	Thermo CORE	2	21
12986.46R.Month6.20		46	Month6	3/13/18 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month6_20		46R	B1	B	3/13/18	AZ51	magnetic bead	Thermo CORE	2	21
12986.46R.Month6.21		46	Month6	3/13/18 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month6_21		46R	B1	B	3/13/18	AZ51	magnetic bead	Thermo CORE	2	21
12986.46R.Month6.22		46	Month6	3/13/18 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month6_22		46R	B1	B	3/13/18	AZ51	magnetic bead	Thermo CORE	2	21
12986.46R.Month6.23		46	Month6	3/13/18 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month6_23		46R	B1	B	3/13/18	AZ51	magnetic bead	Thermo CORE	2	21
12986.46R.Month6.24		46	Month6	3/13/18 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month6_24		46R	B1	B	3/13/18	AZ51	magnetic bead	Thermo CORE	2	21
12986.46R.Day3.1		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_1		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.2		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_2		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.3		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_3		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.4		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_4		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.5		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_5		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.6		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_6		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.7		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_7		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.8		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_8		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.9		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_9		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.10		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_10		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.11		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_11		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.12		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_12		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.13		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_13		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.14		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_14		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.15		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_15		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.16		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_16		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.17		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_17		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.18		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_18		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.19		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_19		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.20		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_20		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.21		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_21		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.22		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_22		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.23		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_23		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Day3.24		46	Day3	9/16/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Day3_24		46R	B1	B	9/16/17	AZ51	magnetic bead	Thermo CORE	2	22
12986.46R.Month1.1		46	Month1	10/17/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month1_1		46R	B1	B	10/17/17	AZ51	magnetic bead	Thermo CORE	2	23
12986.46R.Month1.2		46	Month1	10/17/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month1_2		46R	B1	B	10/17/17	AZ51	magnetic bead	Thermo CORE	2	23
12986.46R.Month1.3		46	Month1	10/17/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month1_3		46R	B1	B	10/17/17	AZ51	magnetic bead	Thermo CORE	2	23
12986.46R.Month1.4		46	Month1	10/17/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month1_4		46R	B1	B	10/17/17	AZ51	magnetic bead	Thermo CORE	2	23
12986.46R.Month1.5		46	Month1	10/17/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month1_5		46R	B1	B	10/17/17	AZ51	magnetic bead	Thermo CORE	2	23
12986.46R.Month1.6		46	Month1	10/17/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month1_6		46R	B1	B	10/17/17	AZ51	magnetic bead	Thermo CORE	2	23
12986.46R.Month1.7		46	Month1	10/17/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month1_7		46R	B1	B	10/17/17	AZ51	magnetic bead	Thermo CORE	2	23
12986.46R.Month1.8		46	Month1	10/17/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month1_8		46R	B1	B	10/17/17	AZ51	magnetic bead	Thermo CORE	2	23
12986.46R.Month1.9		46	Month1	10/17/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month1_9		46R	B1	B	10/17/17	AZ51	magnetic bead	Thermo CORE	2	23
12986.46R.Month1.10		46	Month1	10/17/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	46R	10090	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	46R	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	46R_Month1_10		46R	B1	B	10/17/17	AZ51	magnetic bead	Thermo CORE	2	23
