sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	isolate_number	latitude	latitude_units	life_stage	longitude	longitude_units	mouse_dob	mouse_id	mouse_strain	qiita_study_id	sample_type	scientific_name	sex	taxon_id	tube_id	zarrinparlab_quant_ng_ul	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run	plate
12986.27R.Month6.11	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-11_Month6	56.1	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.12	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-12_Month6	19.2	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.13	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-13_Month6	18.1	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.14	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-14_Month6	31.3	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.15	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-15_Month6	36.9	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.16	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-16_Month6	14.2	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.17	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-17_Month6	28.4	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.18	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-18_Month6	27.6	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.19	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-19_Month6	22.8	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.2	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-2_Month6	21.6	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.20	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-20_Month6	11.8	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.21	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-21_Month6	32.7	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.22	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-22_Month6	22.9	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.23	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-23_Month6	20.3	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.24	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-24_Month6	23	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.3	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-3_Month6	18.4	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.4	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-4_Month6	28.8	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.5	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-5_Month6	35.7	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.6	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-6_Month6	37.1	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.7	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-7_Month6	23	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.8	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-8_Month6	27.5	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.27R.Month6.9	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	27R	10090	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	27R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	27R-9_Month6	20.8	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.1	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-1_Day7	36.9	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.10	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-10_Day7	50.7	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.11	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-11_Day7	43.6	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.12	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-12_Day7	33.1	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.13	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-13_Day7	46.76	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.14	17	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-14_Day7	169.74	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.15	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-15_Day7	38.16	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.16	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-16_Day7	46.56	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.17	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-17_Day7	22.26	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.18	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-18_Day7	51.56	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.19	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-19_Day7	74.96	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.2	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-2_Day7	61.8	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.20	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-20_Day7	49.96	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.21	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-21_Day7	45.66	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.22	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-22_Day7	52.36	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.23	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-23_Day7	44.66	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.24	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-24_Day7	37.26	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.3	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-3_Day7	44.3	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.4	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-4_Day7	110.6	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.5	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-5_Day7	44.5	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.6	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-6_Day7	42.3	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.7	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-7_Day7	51.2	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.8	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-8_Day7	59.9	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Day7.9	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-9_Day7	55.8	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28B.Month3.1	2	28	Month3	10/17/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	21	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28B	10090	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28B	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28B-1_Month3	54.1	28B	B1	B	10/17/17	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Day7.13	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-13_Day7	11.96	28L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
