mouse,tissue,sampling_date,tube_tare,tube_full,homogenization_volume,dilution,vol_plated,grams,grams_mL,plate_type,num_blobs,cfu_gram,treatment,log10_cfu_gram,count_source,notes_x,filename,experiment,generation,cage_id,sex,diet,date_born,date_died,dam,sire,date_colonized,notes_y,COVID_notes,col_time,col_weeks
230-WTN,stool,2019-08-21,1.5243,1.5823,1.0,1.0,0.2,0.058,0.058,LB+Cm,0.0,0,AZ51,,CFA_manual,,20190821_plate_photos/IMG_7223.jpg,Adaptation_AZ51_NCD,G0,,M,NCD,2019-06-18,12/11/19,,,not gavaged,"WT male breeder, no bacteria, exposed via mate only",,64 days,9.142857142857142
230-WTN,stool,2019-08-21,1.5243,1.5823,1.0,1.0,0.2,0.058,0.058,LB+Km,0.0,0,AZ51,0.0,MT_manual,Manual,20190821_plate_photos/IMG_7109.jpg,Adaptation_AZ51_NCD,G0,,M,NCD,2019-06-18,12/11/19,,,not gavaged,"WT male breeder, no bacteria, exposed via mate only",,64 days,9.142857142857142
230-WTN,stool,2019-08-21,1.5243,1.5823,1.0,1.0,0.2,0.058,0.058,EMBSuc,0.0,0,AZ51,0.0,MT_manual,Manual,20190821_plate_photos/IMG_7337.jpg,Adaptation_AZ51_NCD,G0,,M,NCD,2019-06-18,12/11/19,,,not gavaged,"WT male breeder, no bacteria, exposed via mate only",,64 days,9.142857142857142
230-WTN,stool,2019-08-28,1.5261,1.6534,1.0,1.0,0.2,0.1273,0.1273,LB+Cm,0.0,,AZ51,,CFA_manual,,20190828_plate_photos/IMG_7496.jpg,Adaptation_AZ51_NCD,G0,,M,NCD,2019-06-18,12/11/19,,,not gavaged,"WT male breeder, no bacteria, exposed via mate only",,71 days,10.142857142857142
230-WTN,stool,2019-08-28,1.5261,1.6534,1.0,1.0,0.2,0.1273,0.1273,LB+Km,1.0,39.27729772,AZ51,1.59,OpenCFU,2020-08-21 [06:26:14 PM]: no comment,20190828_plate_photos/IMG_7398.jpg,Adaptation_AZ51_NCD,G0,,M,NCD,2019-06-18,12/11/19,,,not gavaged,"WT male breeder, no bacteria, exposed via mate only",,71 days,10.142857142857142
230-WTN,stool,2019-08-28,1.5261,1.6534,1.0,1.0,0.2,0.1273,0.1273,EMBSuc,4.0,157.1091909,AZ51,2.2,OpenCFU,True count~4,20190828_plate_photos/IMG_7611.jpg,Adaptation_AZ51_NCD,G0,,M,NCD,2019-06-18,12/11/19,,,not gavaged,"WT male breeder, no bacteria, exposed via mate only",,71 days,10.142857142857142
230-WTN,stool,2019-09-04,1.5622,1.7009,1.0,1.0,0.2,0.1387,0.1387,LB+Km,0.0,0,AZ51,0.0,MT_manual,Manual,20190904_plate_photos/IMG_7697.jpg,Adaptation_AZ51_NCD,G0,,M,NCD,2019-06-18,12/11/19,,,not gavaged,"WT male breeder, no bacteria, exposed via mate only",,78 days,11.142857142857142
230-WTN,stool,2019-09-04,1.5622,1.7009,1.0,1.0,0.2,0.1387,0.1387,LB+Cm,0.0,,AZ51,,CFA_manual,,20190904_plate_photos/IMG_7920.jpg,Adaptation_AZ51_NCD,G0,,M,NCD,2019-06-18,12/11/19,,,not gavaged,"WT male breeder, no bacteria, exposed via mate only",,78 days,11.142857142857142
230-WTN,stool,2019-09-04,1.5622,1.7009,1.0,1.0,0.2,0.1387,0.1387,EMBLac,300.0,10814.71,AZ51,4.03,OpenCFU,2020-08-21 [06:58:52 PM]: no comment,20190904_plate_photos/IMG_8066.jpg,Adaptation_AZ51_NCD,G0,,M,NCD,2019-06-18,12/11/19,,,not gavaged,"WT male breeder, no bacteria, exposed via mate only",,78 days,11.142857142857142
230-WTN,stool,2019-09-18,1.5307,1.6174,1.0,1.0,0.2,0.0867,0.0867,LB+Km,0.0,0,AZ51,0.0,MT_manual,Manual,20190918_plate_photos/IMG_8658.jpg,Adaptation_AZ51_NCD,G0,,M,NCD,2019-06-18,12/11/19,,,not gavaged,"WT male breeder, no bacteria, exposed via mate only",,92 days,13.142857142857142
230-WTN,stool,2019-09-18,1.5307,1.6174,1.0,1.0,0.2,0.0867,0.0867,LB+Cm,0.0,,AZ51,,CFA_manual,,20190918_plate_photos/IMG_8743.jpg,Adaptation_AZ51_NCD,G0,,M,NCD,2019-06-18,12/11/19,,,not gavaged,"WT male breeder, no bacteria, exposed via mate only",,92 days,13.142857142857142
230-WTN,stool,2019-09-18,1.5307,1.6174,1.0,1.0,0.2,0.0867,0.0867,EMBSuc,0.0,0,AZ51,0.0,MT_manual,Manal,20190918_plate_photos/IMG_8878.jpg,Adaptation_AZ51_NCD,G0,,M,NCD,2019-06-18,12/11/19,,,not gavaged,"WT male breeder, no bacteria, exposed via mate only",,92 days,13.142857142857142
230-WTN,stool,2019-10-09,1.5345,1.6476,1.0,1.0,0.2,0.1131,0.1131,LB+Km,0.0,0,AZ51,0.0,MT_manual,Manual,20191009_plate_photos/IMG_9294.jpg,Adaptation_AZ51_NCD,G0,,M,NCD,2019-06-18,12/11/19,,,not gavaged,"WT male breeder, no bacteria, exposed via mate only",,113 days,16.142857142857142
230-WTN,stool,2019-10-09,1.5345,1.6476,1.0,1.0,0.2,0.1131,0.1131,LB+Cm,0.0,,AZ51,,CFA_manual,,20191009_plate_photos/IMG_9392.jpg,Adaptation_AZ51_NCD,G0,,M,NCD,2019-06-18,12/11/19,,,not gavaged,"WT male breeder, no bacteria, exposed via mate only",,113 days,16.142857142857142
230-WTN,stool,2019-10-09,1.5345,1.6476,1.0,1.0,0.2,0.1131,0.1131,LB+Km,0.0,0,AZ51,0.0,OpenCFU,,,Adaptation_AZ51_NCD,G0,,M,NCD,2019-06-18,12/11/19,,,not gavaged,"WT male breeder, no bacteria, exposed via mate only",,113 days,16.142857142857142
23B,stool,2017-07-13,1.5515,1.65,1.0,0.01,0.1,0.0985,0.0985,LB+Km,694.0,7045685.279,AZ20,6.85,OpenCFU,2020-08-21 [08:42:20 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170713/Photos/Km/IMG_3199.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,72 days,10.285714285714286
23B,stool,2017-07-13,1.5515,1.65,1.0,0.01,0.1,0.0985,0.0985,EMB,0.0,0,AZ20,0.0,MT_manual,"Manual, white colonies",,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,72 days,10.285714285714286
23B,stool,2017-07-14,1.5181,1.6314,1.0,0.1,0.1,0.1133,0.1133,LB+Km,515.0,454545.4545,AZ20,5.66,OpenCFU,2020-08-22 [05:09:48 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170714/Photos/Km/IMG_3370.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,73 days,10.428571428571429
23B,stool,2017-07-14,1.5181,1.6314,1.0,0.1,0.1,0.1133,0.1133,EMB,0.0,0,AZ20,0.0,MT_manual,"Manual, white colonies",,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,73 days,10.428571428571429
23B,stool,2017-07-15,1.5538,1.687,1.0,0.1,0.1,0.1332,0.1332,LB+Km,36.0,27027.02703,AZ20,4.43,OpenCFU,2020-08-22 [05:33:15 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170715/Photos/Km/IMG_5137.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,74 days,10.571428571428571
23B,stool,2017-07-15,1.5538,1.687,1.0,0.1,0.1,0.1332,0.1332,EMB,68.0,51051.05105,AZ20,4.71,OpenCFU,2020-08-22 [05:59:05 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170715/Photos/EMB_Lac/IMG_5079.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,74 days,10.571428571428571
23B,stool,2017-07-16,1.557,1.6894,1.0,0.1,0.1,0.1324,0.1324,LB+Km,71.0,53625.37764,AZ20,4.73,OpenCFU,2020-08-22 [06:12:33 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170716/Photos/Km/IMG_3040.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,75 days,10.714285714285714
23B,stool,2017-07-16,1.557,1.6894,1.0,0.1,0.1,0.1324,0.1324,EMB,14.0,10574.01813,AZ20,4.02,OpenCFU,2020-08-22 [06:16:57 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170716/Photos/EMB_Lac/IMG_3097.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,75 days,10.714285714285714
23B,stool,2017-07-18,1.535,1.6331,1.0,0.1,0.1,0.0981,0.0981,LB+Km,96.0,97859.32722,AZ20,4.99,OpenCFU,2020-08-22 [06:23:58 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170718/Photos/Km/IMG_3235.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,77 days,11.0
23B,stool,2017-07-18,1.535,1.6331,1.0,0.1,0.1,0.0981,0.0981,EMB,110.0,112130.4791,AZ20,5.05,OpenCFU,2020-08-22 [06:28:56 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170718/Photos/Km/IMG_3235.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,77 days,11.0
23B,stool,2017-07-19,1.5458,1.6271,1.0,0.01,0.1,0.0813,0.0813,LB+Km,21.0,258302.583,AZ20,5.41,OpenCFU,True count~21,20170720_plate_photos/IMG_3544.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,78 days,11.142857142857142
23B,stool,2017-07-25,1.5541,1.6579,1.0,0.1,0.1,0.1038,0.1038,LB+Km,22.0,21194.60501,AZ20,4.33,OpenCFU,2020-07-25 [05:19:23 PM]: no comment,20170726/Photos/AZ20_Adaptation/Km/IMG_3610.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,84 days,12.0
23B,stool,2017-07-25,1.5541,1.6579,1.0,0.01,0.1,0.1038,0.1038,LB+Km,4.0,38535.64547,AZ20,4.59,OpenCFU,2020-07-25 [05:19:04 PM]: no comment,20170726/Photos/AZ20_Adaptation/Km/IMG_3611.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,84 days,12.0
23B,stool,2017-07-25,1.5541,1.6579,1.0,0.1,0.1,0.1038,0.1038,EMBLac,45.0,43352.60116,AZ20,4.64,OpenCFU,2020-07-25 [05:55:44 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170726/Photos/AZ20_Adaptation/EMB/IMG_3665.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,84 days,12.0
23B,stool,2017-07-25,1.5541,1.6579,1.0,0.01,0.1,0.1038,0.1038,EMBLac,3.0,28901.7341,AZ20,4.46,OpenCFU,2020-07-25 [05:55:42 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170726/Photos/AZ20_Adaptation/EMB/IMG_3666.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,84 days,12.0
23B,stool,2017-08-08,1.5533,1.6543,1.0,0.1,0.1,0.101,0.101,LB+Km,192.0,190099.0099,AZ20,5.28,OpenCFU,2020-07-25 [06:34:37 PM]: no comment,20170809_plate_photos/IMG_3919.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,98 days,14.0
23B,stool,2017-08-08,1.5533,1.6543,1.0,0.1,0.1,0.101,0.101,EMBLac,160.0,158415.8416,AZ20,5.2,OpenCFU,2020-07-25 [06:47:06 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170809_plate_photos/IMG_3947.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,98 days,14.0
23B,stool,2017-08-15,1.556,1.692,1.0,0.1,0.1,0.136,0.136,LB+Km,1402.0,1030882.353,AZ20,6.01,OpenCFU,"Missing 10%, true count~1402",20170816_plate_photos/Adaptation_Km/IMG_5830.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,105 days,15.0
23B,stool,2017-08-15,1.556,1.692,1.0,0.1,0.1,0.136,0.136,EMBLac,1336.0,982352.9412,AZ20,5.99,OpenCFU,2020-07-29 [11:02:34 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170816_plate_photos/Adaptation_EMB/IMG_5802.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,105 days,15.0
23B,stool,2017-08-22,1.5573,1.6171,1.0,0.1,0.1,0.0598,0.0598,LB+Km,207.0,346153.8462,AZ20,5.54,OpenCFU,2020-07-29 [11:14:02 AM]: no comment,20170823_plate_photos/IMG_4024.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,112 days,16.0
23B,stool,2017-08-22,1.5573,1.6171,1.0,0.1,0.1,0.0598,0.0598,EMBLac,228.0,381270.903,AZ20,5.58,OpenCFU,2020-07-29 [11:10:30 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170823_plate_photos/IMG_4052.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,112 days,16.0
23B,stool,2017-08-29,1.5511,1.7031,1.0,0.1,0.1,0.152,0.152,LB+Km,83.0,54605.26316,AZ20,4.74,OpenCFU,2020-07-29 [11:30:09 AM]: no comment,20170830_plate_photos/IMG_6104.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,119 days,17.0
23B,stool,2017-08-29,1.5511,1.7031,1.0,0.1,0.1,0.152,0.152,EMBLac,57.0,37500,AZ20,4.57,OpenCFU,2020-07-29 [11:36:19 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170830_plate_photos/IMG_6072.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,119 days,17.0
23B,stool,2017-09-05,1.5533,1.6665,1.0,0.1,0.1,0.1132,0.1132,LB+Km,59.0,52120.14134,AZ20,4.72,OpenCFU,Breakthrough colonies,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170906_plate_photos/Photos/Adaptation_Nissle/IMG_6295.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,126 days,18.0
23B,stool,2017-09-05,1.5533,1.6665,1.0,0.1,0.1,0.1132,0.1132,EMBLac,64.0,56537.10247,AZ20,4.75,OpenCFU,2020-07-29 [11:58:14 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170906_plate_photos/Photos/Adaptation_Nissle/IMG_6325.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,126 days,18.0
23B,stool,2017-09-12,1.5422,1.6292,1.0,0.1,0.1,0.087,0.087,LB+Km,50.0,57471.26437,AZ20,4.76,OpenCFU,2020-07-29 [12:40:49 PM]: no comment,20170913_plate_photos/IMG_6593.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,133 days,19.0
23B,stool,2017-09-12,1.5422,1.6292,1.0,0.1,0.1,0.087,0.087,EMBLac,63.0,72413.7931,AZ20,4.86,OpenCFU,2020-07-29 [12:24:36 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170913_plate_photos/IMG_6621.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,133 days,19.0
23B,stool,2017-09-19,1.5268,1.6536,1.0,0.1,0.1,0.1268,0.1268,EMBLac,2.0,1577.287066,AZ20,3.2,OpenCFU,2020-07-29 [01:22:48 PM]: no comment,20170920_plate_photos/IMG_3863.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,140 days,20.0
23B,stool,2017-09-19,1.5268,1.6536,1.0,0.1,0.1,0.1268,0.1268,LB+Km,0.0,0,AZ20,0.0,MT_manual,Manual,20170920_plate_photos/IMG_4242.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,140 days,20.0
23B,stool,2017-09-26,1.5513,1.5943,1.0,0.1,0.1,0.043,0.043,LB+Km,4.0,9302.325581,AZ20,3.97,OpenCFU,2020-08-02 [08:52:21 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170927_plate_photos/Km/IMG_4132.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,147 days,21.0
23B,stool,2017-09-26,1.5513,1.5943,1.0,0.1,0.1,0.043,0.043,EMBSuc,2.0,4651.162791,AZ20,3.67,OpenCFU,Small white colonies (not counted),/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20170927_plate_photos/EMB/IMG_4068.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,147 days,21.0
23B,stool,2017-10-03,1.5504,1.6386,1.0,0.1,0.1,0.0882,0.0882,LB+Km,16.0,18140.58957,AZ20,4.26,OpenCFU,Breakthrough colonies,20171004_plate_photos/Km/IMG_4393.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,154 days,22.0
23B,stool,2017-10-03,1.5504,1.6386,1.0,0.1,0.1,0.0882,0.0882,EMBSuc,228.0,258503.4014,AZ20,5.41,OpenCFU,2020-08-02 [12:46:59 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171004_plate_photos/EMB_incomplete/IMG_4480.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,154 days,22.0
23B,stool,2017-10-10,1.5247,1.6458,1.0,0.1,0.1,0.1211,0.1211,LB+Km,79.0,65235.34269,AZ20,4.81,OpenCFU,Breakthrough colonies,20171011_plate_photos/Km/IMG_4640.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,161 days,23.0
23B,stool,2017-10-10,1.5247,1.6458,1.0,0.1,0.1,0.1211,0.1211,EMBSuc,16.0,13212.2213,AZ20,4.12,OpenCFU,2020-08-02 [01:10:19 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171011_plate_photos/EMB/IMG_4572.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,161 days,23.0
23B,stool,2017-10-17,1.5195,1.597,1.0,0.1,0.1,0.0775,0.0775,LB+Km,63.0,81290.32258,AZ20,4.91,OpenCFU,2020-08-02 [01:54:46 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171018_plate_photos/Km/IMG_0072.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,168 days,24.0
23B,stool,2017-10-17,1.5195,1.597,1.0,0.1,0.1,0.0775,0.0775,EMBLac,56.0,72258.06452,AZ20,4.86,OpenCFU,2020-08-02 [02:00:22 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171018_plate_photos/EMB_Adaptation_Cohort_1/IMG_4782.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,168 days,24.0
23B,stool,2017-10-24,1.5513,1.6453,1.0,0.1,0.1,0.094,0.094,LB+Km,51.0,54255.31915,AZ20,4.73,OpenCFU,Breakthrough colonies,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171025_plate_photos/Km/IMG_0246.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,175 days,25.0
23B,stool,2017-10-24,1.5513,1.6453,1.0,0.1,0.1,0.094,0.094,EMBLac,61.0,64893.61702,AZ20,4.81,OpenCFU,2020-08-02 [08:16:38 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171025_plate_photos/EMB/IMG_0313.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,175 days,25.0
23B,stool,2017-10-31,1.5446,1.6435,1.0,0.1,0.1,0.0989,0.0989,LB+Km,450.0,455005.0556,AZ20,5.66,OpenCFU,True count~450,20171101_plate_photos/IMG_6366.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,182 days,26.0
23B,stool,2017-10-31,1.5446,1.6435,1.0,0.1,0.1,0.0989,0.0989,EMB,450.0,455005.0556,AZ20,5.66,OpenCFU,2020-06-26 [04:58:14 PM]: no comment,20171101_plate_photos/IMG_6295.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,182 days,26.0
23B,stool,2017-11-07,1.5606,1.6096,1.0,0.1,0.1,0.049,0.049,EMB,9.0,18367.34694,AZ20,4.26,OpenCFU,2020-06-28 [05:09:14 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171108_plate_photos/IMG_0362.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,189 days,27.0
23B,stool,2017-11-07,1.5606,1.6096,1.0,0.1,0.1,0.049,0.049,LB+Km,12.0,24489.79592,AZ20,4.39,OpenCFU,2020-06-28 [04:51:51 AM]: no comment,20171108_plate_photos/IMG_4891.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,189 days,27.0
23B,stool,2017-11-14,1.5526,1.6972,1.0,0.1,0.1,0.1446,0.1446,LB+Km,4.0,2766.251729,AZ20,3.44,OpenCFU,2020-08-02 [08:56:38 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171115_plate_photos/Km/IMG_0378.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,196 days,28.0
23B,stool,2017-11-14,1.5526,1.6972,1.0,0.1,0.1,0.1446,0.1446,EMB,6.0,4149.377593,AZ20,3.62,OpenCFU,2020-08-02 [09:03:08 PM]: no comment,20171115_plate_photos/EMB/IMG_0500.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,196 days,28.0
23B,stool,2017-11-21,1.5155,1.6139,1.0,0.1,0.1,0.0984,0.0984,LB+Km,82.0,83333.33333,AZ20,4.92,OpenCFU,2020-08-04 [07:12:24 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171122_plate_photos/Km/02_Adaptation_1/IMG_4973.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,203 days,29.0
23B,stool,2017-11-21,1.5155,1.6139,1.0,0.1,0.1,0.0984,0.0984,EMB,51.0,51829.26829,AZ20,4.71,OpenCFU,2020-08-04 [07:19:43 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171122_plate_photos/EMB/02_Adaptation_1/IMG_5031.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,203 days,29.0
23B,stool,2017-11-28,1.5484,1.6831,1.0,0.1,0.1,0.1347,0.1347,LB+Km,53.0,39346.69636,AZ20,4.59,OpenCFU,2020-08-04 [07:39:07 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171128_plate_photos/Km/Adaptation_1_AZ20/IMG_0420.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,210 days,30.0
23B,stool,2017-11-28,1.5484,1.6831,1.0,0.1,0.1,0.1347,0.1347,EMB,45.0,33407.57238,AZ20,4.52,OpenCFU,2020-08-04 [07:51:39 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171128_plate_photos/EMB/IMG_0326.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,210 days,30.0
23B,stool,2017-12-05,1.5498,1.6148,1.0,0.1,0.1,0.065,0.065,LB+Km,25.0,38461.53846,AZ20,4.59,OpenCFU,Breakthrough colonies,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171206_plate_photos/Km/IMG_5130_23B.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,217 days,31.0
23B,stool,2017-12-05,1.5498,1.6148,1.0,0.1,0.1,0.065,0.065,EMB,18.0,27692.30769,AZ20,4.44,OpenCFU,2020-08-04 [08:13:11 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171206_plate_photos/EMB/IMG_5195_23B.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,217 days,31.0
23B,stool,2017-12-12,1.5497,1.6584,1.0,0.1,0.1,0.1087,0.1087,LB+Km,25.0,22999.08004,AZ20,4.36,OpenCFU,2020-08-04 [08:32:37 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171213_plate_photos/Km/Adaptation_Cohort_1/IMG_5327.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,224 days,32.0
23B,stool,2017-12-12,1.5497,1.6584,1.0,0.1,0.1,0.1087,0.1087,EMB,19.0,17479.30083,AZ20,4.24,OpenCFU,2020-08-04 [08:49:51 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171213_plate_photos/EMB/IMG_5416.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,224 days,32.0
23B,stool,2017-12-19,1.5177,1.6052,1.0,0.1,0.1,0.0875,0.0875,LB+Km,626.0,715429,AZ20,5.85,OpenCFU,2020-08-04 [09:16:37 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171219_plate_photos/Km/IMG_5573.jpg,Adaptation_AZ20_NCD,G0,23.0,M,NCD,2017-05-02,6/14/18,A1,A,7/12/17,,,231 days,33.0
