mouse,tissue,sampling_date,tube_tare,tube_full,homogenization_volume,dilution,vol_plated,grams,grams_mL,plate_type,num_blobs,cfu_gram,treatment,log10_cfu_gram,count_source,notes_x,filename,experiment,generation,cage_id,sex,diet,date_born,date_died,dam,sire,date_colonized,notes_y,COVID_notes,col_time,col_weeks
27R,stool,2017-11-21,1.5477,1.6544,1.0,0.1,0.1,0.1067,0.1067,LB+Km,144.0,134957.8257,AZ20,5.13,OpenCFU,2020-08-04 [07:08:41 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171122_plate_photos/Km/02_Adaptation_1/IMG_4984.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,203 days,29.0
27R,stool,2017-11-21,1.5477,1.6544,1.0,0.1,0.1,0.1067,0.1067,EMB,163.0,152764.761,AZ20,5.18,OpenCFU,"Missing 20%, true count~163",/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171122_plate_photos/EMB/02_Adaptation_1/IMG_5042.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,203 days,29.0
27R,stool,2017-11-28,1.5462,1.6436,1.0,0.1,0.1,0.0974,0.0974,LB+Km,307.0,315195.0719,AZ20,5.5,OpenCFU,2020-08-04 [07:37:14 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171128_plate_photos/Km/Adaptation_1_AZ20/IMG_0431.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,210 days,30.0
27R,stool,2017-11-28,1.5462,1.6436,1.0,0.1,0.1,0.0974,0.0974,EMB,279.0,286447.6386,AZ20,5.46,OpenCFU,2020-08-04 [07:49:32 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171128_plate_photos/EMB/IMG_0337.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,210 days,30.0
27R,stool,2017-12-05,1.5392,1.6246,1.0,0.1,0.1,0.0854,0.0854,LB+Km,128.0,149882.904,AZ20,5.18,OpenCFU,2020-08-04 [08:05:21 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171206_plate_photos/Km/IMG_5141_27R.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,217 days,31.0
27R,stool,2017-12-05,1.5392,1.6246,1.0,0.1,0.1,0.0854,0.0854,EMB,129.0,151053.8642,AZ20,5.18,OpenCFU,2020-08-04 [08:12:48 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171206_plate_photos/EMB/IMG_5198_27R.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,217 days,31.0
27R,stool,2017-12-12,1.5512,1.6501,1.0,0.1,0.1,0.0989,0.0989,LB+Km,252.0,254802.8311,AZ20,5.41,OpenCFU,2020-08-04 [08:31:40 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171213_plate_photos/Km/Adaptation_Cohort_1/IMG_5338.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,224 days,32.0
27R,stool,2017-12-12,1.5512,1.6501,1.0,0.1,0.1,0.0989,0.0989,EMB,145.0,146612.7401,AZ20,5.17,OpenCFU,2020-08-04 [08:45:32 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171213_plate_photos/EMB/IMG_5427.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,224 days,32.0
27R,stool,2017-12-19,1.5374,1.6645,1.0,0.1,0.1,0.1271,0.1271,LB+Km,136.0,107002,AZ20,5.03,OpenCFU,2020-08-04 [09:15:51 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171219_plate_photos/Km/IMG_5584.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,231 days,33.0
27R,stool,2017-12-19,1.5374,1.6645,1.0,0.1,0.1,0.1271,0.1271,EMB,122.0,95987,AZ20,4.98,OpenCFU,2020-08-04 [09:19:49 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171219_plate_photos/EMB/IMG_5641.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,231 days,33.0
27R,stool,2017-12-26,1.551,1.6365,1.0,0.1,0.1,0.0855,0.0855,LB+Km,353.0,412865,AZ20,5.62,OpenCFU,2020-08-05 [06:23:25 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171226_plate_photos/Km/Adaptation_1_AZ20/IMG_5719.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,238 days,34.0
27R,stool,2017-12-26,1.551,1.6365,1.0,0.1,0.1,0.0855,0.0855,EMB,188.0,219883,AZ20,5.34,OpenCFU,2020-08-05 [06:32:13 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171226_plate_photos/EMB/IMG_5804.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,238 days,34.0
27R,stool,2018-01-02,1.5487,1.6576,1.0,0.1,0.1,0.1089,0.1089,LB+Km,1602.0,1471074,AZ20,6.17,OpenCFU,2020-08-05 [06:48:58 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180103_plate_photos/Km/IMG_5985_27R.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,245 days,35.0
27R,stool,2018-01-02,1.5487,1.6576,1.0,0.1,0.1,0.1089,0.1089,EMB,1462.0,1342516,AZ20,6.13,OpenCFU,2020-08-05 [06:55:27 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180103_plate_photos/EMB/IMG_6029.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,245 days,35.0
27R,stool,2018-01-09,1.5545,1.6809,1.0,0.1,0.1,0.1264,0.1264,LB+Km,106.0,83860.75949,AZ20,4.92,OpenCFU,2020-06-28 [05:27:36 AM]: no comment,20180110_plate_photos/Km/IMG_6162.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,252 days,36.0
27R,stool,2018-01-09,1.5545,1.6809,1.0,0.1,0.1,0.1264,0.1264,EMB,83.0,65664.55696,AZ20,4.82,OpenCFU,2020-07-01 [06:00:54 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180110_plate_photos/EMB/IMG_6267.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,252 days,36.0
27R,stool,2018-01-16,1.5469,1.691,1.0,0.1,0.1,0.1441,0.1441,LB+Km,1829.0,880817.1132,AZ20,5.94,OpenCFU,2020-08-05 [07:30:00 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180117_plate_photos/Adaptation_Cohort_1_AZ20/IMG_3043.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,259 days,37.0
27R,stool,2018-01-16,1.5469,1.691,1.0,0.1,0.1,0.1441,0.1441,EMB,1303.0,627503.9357,AZ20,5.8,OpenCFU,"Missing 10%, true count~1303",/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180117_plate_photos/Adaptation_Cohort_1_AZ20/IMG_3069.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,259 days,37.0
27R,stool,2018-01-23,1.5155,1.7199,1.0,0.1,0.1,0.2044,0.2044,LB+Km,1163.0,278367.1172,AZ20,5.44,OpenCFU,2020-08-05 [07:47:02 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180124_plate_photos/Adaptation_1_AZ20/Km/IMG_3201.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,266 days,38.0
27R,stool,2018-01-23,1.5155,1.7199,1.0,0.1,0.1,0.2044,0.2044,EMB,74.0,17712.09516,AZ20,4.25,OpenCFU,2020-08-05 [07:50:03 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180124_plate_photos/Adaptation_1_AZ20/EMB/IMG_3227.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,266 days,38.0
27R,stool,2018-01-30,1.5381,1.5994,1.0,0.1,0.1,0.0613,0.0613,LB+Km,279.0,455139,AZ20,5.66,OpenCFU,2020-08-05 [08:55:01 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180131_plate_photos/Adaptation_AZ20/IMG_3527.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,273 days,39.0
27R,stool,2018-01-30,1.5381,1.5994,1.0,0.1,0.1,0.0613,0.0613,EMB,1310.0,2137031,AZ20,6.33,OpenCFU,"Wet plate, true count~1310",/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180131_plate_photos/Adaptation_AZ20/IMG_3553.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,273 days,39.0
27R,stool,2018-02-06,1.5407,1.6271,1.0,0.1,0.1,0.0864,0.0864,LB+Km,100.0,115740.7407,AZ20,5.06,OpenCFU,2020-07-01 [06:40:49 AM]: no comment,20180206_plate_photos/Adaptation_AZ20/IMG_3645.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,280 days,40.0
27R,stool,2018-02-06,1.5407,1.6271,1.0,0.1,0.1,0.0864,0.0864,EMB,57.0,65972.22222,AZ20,4.82,OpenCFU,2020-07-01 [06:35:55 AM]: no comment,20180206_plate_photos/Adaptation_AZ20/IMG_3671.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,280 days,40.0
27R,stool,2018-02-13,1.5375,1.7025,1.0,0.1,0.1,0.165,0.165,LB+Km,308.0,186666.6667,AZ20,5.27,OpenCFU,2020-08-05 [09:45:14 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180214_plate_photos/Adaptation_Experiment_1/IMG_3971.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,287 days,41.0
27R,stool,2018-02-13,1.5375,1.7025,1.0,0.1,0.1,0.165,0.165,EMB,215.0,130303.0303,AZ20,5.11,OpenCFU,2020-08-05 [09:41:39 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180214_plate_photos/Adaptation_Experiment_1/IMG_4006.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,287 days,41.0
27R,stool,2018-02-20,1.5489,1.6286,1.0,0.1,0.1,0.0797,0.0797,LB+Km,94.0,117942,AZ20,5.07,OpenCFU,2020-08-05 [10:01:43 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180221_plate_photos/Adaptation_Cohort_1/IMG_4085.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,294 days,42.0
27R,stool,2018-02-20,1.5489,1.6286,1.0,0.1,0.1,0.0797,0.0797,EMB,41.0,51443,AZ20,4.71,OpenCFU,2020-08-05 [09:59:23 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180221_plate_photos/Adaptation_Cohort_1/IMG_4108.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,294 days,42.0
27R,stool,2018-02-27,1.5354,1.7508,1.0,0.1,0.1,0.2154,0.2154,LB+Km,66.0,30641,AZ20,4.49,OpenCFU,2020-08-05 [10:22:57 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180228_plate_photos/Adaptation_Cohort_1/IMG_4363.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,301 days,43.0
27R,stool,2018-02-27,1.5354,1.7508,1.0,0.1,0.1,0.2154,0.2154,EMB,35.0,16249,AZ20,4.21,OpenCFU,2020-08-05 [10:21:30 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180228_plate_photos/Adaptation_Cohort_1/IMG_4388.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,301 days,43.0
27R,stool,2018-03-06,1.5418,1.6275,1.0,0.1,0.1,0.0857,0.0857,LB+Km,12.0,14002.33372,AZ20,4.15,OpenCFU,2020-07-01 [07:02:42 AM]: no comment,20180307_plate_photos/Adaptation_Cohort_1_AZ20/Km/IMG_4546.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,308 days,44.0
27R,stool,2018-03-06,1.5418,1.6275,1.0,0.1,0.1,0.0857,0.0857,EMB,6.0,7001.166861,AZ20,3.85,OpenCFU,2020-07-01 [07:09:47 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180307_plate_photos/Adaptation_Cohort_1_AZ20/EMB/IMG_4592.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,308 days,44.0
27R,stool,2018-03-06,1.5418,1.6275,1.0,0.1,0.1,0.0857,0.0857,LB+Cm,0.0,0,AZ20,0.0,MT_manual,Manual,20180307_plate_photos/Adaptation_Cohort_1_AZ20/Km/IMG_4546.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,308 days,44.0
27R,stool,2018-03-13,1.552,1.678,1.0,0.1,0.1,0.126,0.126,LB+Km,136.0,107936.5079,AZ20,5.03,OpenCFU,2020-08-11 [02:36:12 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180313_plate_photos/Adaptation_Cohort_1_AZ20/IMG_4889.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,315 days,45.0
27R,stool,2018-03-13,1.552,1.678,1.0,0.1,0.1,0.126,0.126,LB+Cm,0.0,0,AZ20,0.0,MT_manual,Manual,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180313_plate_photos/Adaptation_Cohort_1_AZ20/IMG_4914.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,315 days,45.0
27R,stool,2018-03-13,1.552,1.678,1.0,0.1,0.1,0.126,0.126,EMB,95.0,75396.8254,AZ20,4.88,OpenCFU,2020-08-11 [02:44:35 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180313_plate_photos/Adaptation_Cohort_1_AZ20/IMG_4939.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,315 days,45.0
27R,stool,2018-03-20,1.5522,1.6184,1.0,0.1,0.1,0.0662,0.0662,LB+Km,,,AZ20,,,Missing plate photo,,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,322 days,46.0
27R,stool,2018-03-27,1.5531,1.6769,1.0,0.1,0.1,0.1238,0.1238,LB+Km,486.0,392569,AZ20,5.59,OpenCFU,2020-08-11 [04:11:00 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180328_plate_photos/Adaptation_Cohort_1/IMG_7359.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,329 days,47.0
27R,stool,2018-03-27,1.5531,1.6769,1.0,0.1,0.1,0.1238,0.1238,EMB,506.0,408724,AZ20,5.61,OpenCFU,2020-08-11 [04:13:33 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180328_plate_photos/Adaptation_Cohort_1/IMG_7382.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,329 days,47.0
27R,stool,2018-04-03,1.5478,1.6933,1.0,0.1,0.1,0.1455,0.1455,LB+Km,82.0,56357.38832,AZ20,4.75,OpenCFU,2020-08-11 [06:01:58 PM]: no comment,20180404_plate_photos/Adaptation_Cohort_1/Adaptation_Cohort_1_Km/IMG_7716.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,336 days,48.0
27R,stool,2018-04-03,1.5478,1.6933,1.0,0.1,0.1,0.1455,0.1455,EMB,34.0,23367.69759,AZ20,4.37,OpenCFU,2020-08-11 [06:04:31 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180404_plate_photos/Adaptation_Cohort_1/Adaptation_Cohort_1_EMB/IMG_7667.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,336 days,48.0
27R,stool,2018-04-03,1.5478,1.6933,1.0,0.1,0.1,0.1455,0.1455,LB+Cm,0.0,0,AZ20,0.0,MT_manual,Manual,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180404_plate_photos/Adaptation_Cohort_1/Adaptation_Cohort_1_Cm/IMG_7692.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,336 days,48.0
27R,stool,2018-04-10,1.5495,1.6415,1.0,0.1,0.1,0.092,0.092,LB+Km,11.0,11956.52174,AZ20,4.08,OpenCFU,2020-08-11 [06:49:51 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180411_plate_photos/Adaptation_Cohort_1/IMG_7992.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,343 days,49.0
27R,stool,2018-04-10,1.5495,1.6415,1.0,1.0,0.2,0.092,0.092,LB+Cm,49.0,2663.043478,AZ20,3.43,OpenCFU,Contaminated,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180411_plate_photos/Adaptation_Cohort_1/IMG_8019.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,343 days,49.0
27R,stool,2018-04-10,1.5495,1.6415,1.0,0.1,0.1,0.092,0.092,EMB,1.0,1086.956522,AZ20,3.04,OpenCFU,True count~1,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180411_plate_photos/Adaptation_Cohort_1/IMG_8040.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,343 days,49.0
27R,stool,2018-04-17,1.5388,1.6445,1.0,0.1,0.1,0.1057,0.1057,LB+Km,159.0,150425.7332,AZ20,5.18,OpenCFU,2020-08-11 [07:56:40 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180418_plate_photos/Adaptation_Cohort_1/Km/IMG_8297.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,350 days,50.0
27R,stool,2018-04-17,1.5388,1.6445,1.0,0.1,0.1,0.1057,0.1057,EMB,115.0,108798.4863,AZ20,5.04,OpenCFU,2020-08-11 [08:04:01 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180418_plate_photos/Adaptation_Cohort_1/EMB/IMG_8357.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,350 days,50.0
27R,stool,2018-04-17,1.5388,1.6445,1.0,0.1,0.1,0.1057,0.1057,LB+Cm,0.0,0,AZ20,0.0,MT_manual,Manual,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180418_plate_photos/Adaptation_Cohort_1/Cm/IMG_8334.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,350 days,50.0
27R,stool,2018-04-24,1.55,1.7154,1.0,0.1,0.1,0.1654,0.1654,LB+Km,63.0,38089.48005,AZ20,4.58,OpenCFU,2020-08-11 [08:59:36 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180425_plate_photos/IMG_8575.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,357 days,51.0
27R,stool,2018-04-24,1.55,1.7154,1.0,1.0,0.2,0.1654,0.1654,LB+Cm,0.0,0,AZ20,0.0,MT_manual,Manual,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180425_plate_photos/IMG_8605.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,357 days,51.0
27R,stool,2018-04-24,1.55,1.7154,1.0,0.1,0.1,0.1654,0.1654,EMB,50.0,30229.74607,AZ20,4.48,OpenCFU,2020-08-11 [09:04:02 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180425_plate_photos/IMG_8628.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,357 days,51.0
27R,stool,2018-05-01,1.5566,1.6308,1.0,0.1,0.1,0.0742,0.0742,LB+Km,0.0,0,AZ20,0.0,OpenCFU,Breakthrough colonies,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180502_plate_photos/IMG_8824.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,364 days,52.0
27R,stool,2018-05-01,1.5566,1.6308,1.0,1.0,0.2,0.0742,0.0742,LB+Cm,0.0,0,AZ20,0.0,MT_manual,Manual,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180502_plate_photos/IMG_8854.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,364 days,52.0
27R,stool,2018-05-01,1.5566,1.6308,1.0,0.1,0.1,0.0742,0.0742,EMB,58.0,78167.1159,AZ20,4.89,OpenCFU,2020-08-11 [09:26:52 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180502_plate_photos/IMG_8877.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,364 days,52.0
27R,stool,2018-05-08,1.5376,1.6393,1.0,0.1,0.1,0.1017,0.1017,LB+Km,151.0,148475.9095,AZ20,5.17,OpenCFU,Breakthrough colonies,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180509_plate_photos/IMG_9111.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,371 days,53.0
27R,stool,2018-05-08,1.5376,1.6393,1.0,1.0,0.2,0.1017,0.1017,LB+Cm,0.0,0,AZ20,0.0,MT_manual,Manual,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180509_plate_photos/IMG_9147.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,371 days,53.0
27R,stool,2018-05-08,1.5376,1.6393,1.0,0.1,0.1,0.1017,0.1017,EMB,247.0,242871.1898,AZ20,5.39,OpenCFU,2020-08-11 [09:56:10 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180509_plate_photos/IMG_9172.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,371 days,53.0
27R,stool,2018-05-22,1.5599,1.6656,1.0,0.1,0.1,0.1057,0.1057,LB+Km,1038.0,982024.5979,AZ20,5.99,OpenCFU,2020-08-11 [10:28:51 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180523_plate_photos/IMG_9680.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,385 days,55.0
27R,stool,2018-05-22,1.5599,1.6656,1.0,1.0,0.2,0.1057,0.1057,LB+Cm,0.0,0,AZ20,0.0,MT_manual,Manual,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180523_plate_photos/IMG_9704.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,385 days,55.0
27R,stool,2018-05-22,1.5599,1.6656,1.0,0.1,0.1,0.1057,0.1057,EMB,982.0,929044.4655,AZ20,5.97,OpenCFU,2020-08-11 [10:32:51 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180523_plate_photos/IMG_9728.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,385 days,55.0
27R,stool,2018-06-05,1.557,1.6299,1.0,0.1,0.1,0.0729,0.0729,LB+Km,86.0,117969.8217,AZ20,5.07,OpenCFU,Breakthrough colonies,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180606_plate_photos/IMG_0227.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,399 days,57.0
27R,stool,2018-06-05,1.557,1.6299,1.0,0.1,0.1,0.0729,0.0729,LB+Cm,0.0,0,AZ20,0.0,MT_manual,Manual,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180606_plate_photos/IMG_0249.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,399 days,57.0
27R,stool,2018-06-05,1.557,1.6299,1.0,0.1,0.1,0.0729,0.0729,EMB,116.0,159122.085,AZ20,5.2,OpenCFU,2020-08-11 [11:27:38 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180606_plate_photos/IMG_0278.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,399 days,57.0
27R,stool,2018-06-12,1.5599,1.6656,1.0,1.0,0.2,0.1057,0.1057,LB+Km,257.0,12157.04825,AZ20,4.08,OpenCFU,Breakthrough colonies,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180613_plate_photos/IMG_0527.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,406 days,58.0
27R,stool,2018-06-12,1.5599,1.6656,1.0,1.0,0.2,0.1057,0.1057,LB+Cm,0.0,0,AZ20,0.0,MT_manual,Manual,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180613_plate_photos/IMG_0549.jpg,Adaptation_AZ20_NCD,G0,27.0,M,NCD,2017-05-02,6/14/18,B1,B,7/12/17,,,406 days,58.0
