	Axis1_17.97	Axis2_9.11	Axis3_4.54	Axis4_3.30	Axis5_2.87
41N_Month1_10	0.040397401	-0.02662142	-0.001955334	-0.007277022	-0.013392456
41N_Month1_11	0.016949723	-0.00998866	-0.010262426	-0.000283925	-0.01174977
41N_Month1_12	0.009628791	-0.0039725	0.000125852	0.000129182	0.000545456
41N_Month1_13	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month1_14	-0.004422351	0.005364611	-0.002814634	0.001710766	-0.003483637
41N_Month1_15	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
41N_Month1_16	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month1_17	-0.011751502	0.008918655	-0.005208506	0.004369183	-0.004274066
41N_Month1_18	-0.009735306	0.008053803	-0.004431388	0.00343044	0.002708765
41N_Month1_19	0.020058228	0.003467052	0.026977801	-0.00260638	-0.02054911
41N_Month1_1	0.030014511	-0.013348118	-0.013375278	0.002768361	-0.002385488
41N_Month1_20	-0.004075598	0.004166125	-0.002661591	0.001164808	-0.00371697
41N_Month1_21	0.026582588	-0.008362114	-0.004968579	0.003898345	-0.007793478
41N_Month1_22	0.034950476	-0.011373153	0.008618348	-0.003611467	-0.005720221
41N_Month1_23	0.034874035	-0.019337166	0.005066228	-0.008334018	-0.012535444
41N_Month1_24	0.043721215	-0.010564714	0.020238412	0.002314531	-0.000353003
41N_Month1_2	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month1_3	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month1_4	0.034509499	-0.015398136	-0.00376011	-0.02207273	0.003859102
41N_Month1_5	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month1_6	0.053040583	-0.061371212	0.039890429	-0.016657609	0.004178461
41N_Month1_7	0.008175712	-0.002836384	0.001743772	-0.001855672	0.002867697
41N_Month1_8	-0.004232885	0.005974102	-0.003278933	0.001794721	-0.003716453
41N_Month1_9	0.01268364	-6.38E-05	-0.001769839	0.001852541	0.004705299
41N_Month3_10	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month3_11	-0.010135527	0.009293952	-0.004656355	0.003996938	0.002939821
41N_Month3_12	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month3_13	0.008181664	-0.002713089	0.001684624	-0.00189563	0.002897082
41N_Month3_14	0.051552396	-0.025818185	0.011806076	0.000317643	-0.027906614
41N_Month3_15	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month3_16	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month3_17	0.008009105	-0.004816909	0.001389039	-0.000652864	0.000709002
41N_Month3_18	0.020429919	-0.00317029	0.000842012	-0.003464934	0.005959465
41N_Month3_19	0.045972552	-0.016737054	0.009306506	0.005335983	-0.020557115
41N_Month3_1	-0.0102451	0.011379893	-0.004387022	0.0031196	0.005136951
41N_Month3_20	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
41N_Month3_21	0.035500329	-0.00844768	0.003456772	0.001604757	0.009369408
41N_Month3_22	0.029768044	-0.003009039	0.002700989	-0.000381361	-0.001993311
41N_Month3_23	0.02503014	0.000325171	-0.000202818	-0.000599901	0.002481805
41N_Month3_24	-0.008352443	0.010996404	-0.003983571	0.00354335	0.00404719
41N_Month3_2	0.042377963	-0.01053927	0.000194528	-0.004018926	0.014750905
41N_Month3_3	0.022954449	-8.75E-05	-0.001809093	0.008888465	-0.012570215
41N_Month3_4	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month3_5	0.006097584	-0.004351872	0.000947878	-0.000460161	-0.005658925
41N_Month3_6	-0.002272511	0.007382438	-0.00261287	0.001064033	-0.002652218
41N_Month3_7	0.054536925	-0.017970291	0.006199906	0.002284052	-0.006879782
41N_Month3_8	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month3_9	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month6_10	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
41N_Month6_11	0.018932746	-0.003833985	-0.003003512	0.003081012	0.001363807
41N_Month6_12	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
41N_Month6_13	0.008038069	-0.005493466	5.89E-05	0.002490342	-0.005603193
41N_Month6_14	0.008042935	-0.004373118	0.003018157	-0.001803828	0.001950556
41N_Month6_15	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month6_16	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month6_17	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month6_18	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month6_19	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month6_1	0.027010064	-0.000733506	-0.004040114	0.009802855	-0.004259666
41N_Month6_20	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
41N_Month6_21	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month6_22	0.011184437	-0.004637113	0.001981801	-0.000668036	0.002447303
41N_Month6_23	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month6_24	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month6_2	0.009407373	-0.004724871	-0.001194659	0.001824416	-0.004681226
41N_Month6_3	0.021818894	0.005058013	-0.00356447	0.004313287	-0.007930898
41N_Month6_4	0.019856593	-0.000339198	8.78E-05	0.000889717	-0.009139536
41N_Month6_5	0.008135344	-0.004744783	0.001375464	-0.000641383	0.000625868
41N_Month6_6	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month6_7	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month6_8	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41N_Month6_9	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Day3_10	0.008009105	-0.004816909	0.001389039	-0.000652864	0.000709002
41R_Day3_11	-0.012238435	0.0100346	-0.005417716	0.004852109	-0.00409488
41R_Day3_12	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Day3_13	-0.01180642	0.008765054	-0.005160026	0.004253252	-0.004261474
41R_Day3_14	-0.010429515	0.011789739	-0.004773694	0.0031459	0.004853916
41R_Day3_15	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Day3_16	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Day3_17	-0.009367234	0.007569123	-0.004462736	0.00347357	0.002664091
41R_Day3_18	-0.002021971	0.003806285	-0.002163863	0.000384178	0.003165513
41R_Day3_1	-0.010429515	0.011789739	-0.004773694	0.0031459	0.004853916
41R_Day3_20	-0.01180642	0.008765054	-0.005160026	0.004253252	-0.004261474
41R_Day3_21	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Day3_22	-0.009670543	0.008188129	-0.00448996	0.003490167	0.00270629
41R_Day3_23	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Day3_24	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Day3_2	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Day3_3	-0.013026876	0.016594838	-0.00312428	0.005153601	-0.003783329
41R_Day3_4	-0.01180642	0.008765054	-0.005160026	0.004253252	-0.004261474
41R_Day3_5	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Day3_6	-0.013097874	0.016318929	-0.002991468	0.005050813	-0.003776124
41R_Day3_7	-0.01180642	0.008765054	-0.005160026	0.004253252	-0.004261474
41R_Day3_8	-0.004075598	0.004166125	-0.002661591	0.001164808	-0.00371697
41R_Day3_9	-0.008533341	0.00809101	-0.004475976	0.003578548	0.002810481
41R_Day7_10	0.007950926	-0.003968364	0.00173447	-0.000810405	0.001122787
41R_Day7_11	-0.014284133	0.012262135	-0.008298239	0.006283534	-0.004221569
41R_Day7_12	0.028786342	0.005166261	-0.000372947	0.003228253	-0.013844168
41R_Day7_13	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Day7_14	0.007860315	-0.005902424	-0.007955869	-0.002026011	0.00773019
41R_Day7_15	0.023656204	-0.010912309	-0.00139851	0.005244476	0.003891432
41R_Day7_16	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
41R_Day7_17	0.015315467	-3.52E-05	0.001316638	-0.0017746	0.005302344
41R_Day7_18	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
41R_Day7_19	0.007892777	-0.004703057	0.001449575	-0.000741393	0.000995448
41R_Day7_1	0.007100995	-0.002939132	0.000310916	-0.000485169	0.00457343
41R_Day7_20	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
41R_Day7_21	-0.01305611	0.011178775	-0.008051234	0.007789399	-0.004048799
41R_Day7_22	0.008687465	-0.002369735	-0.001178886	0.002321982	-0.005739279
41R_Day7_23	-0.009562272	0.008696543	-0.004887268	0.003826054	0.002790113
41R_Day7_24	-0.004422351	0.005364611	-0.002814634	0.001710766	-0.003483637
41R_Day7_2	0.011187726	-0.0020078	-0.000921254	0.00136654	0.002897868
41R_Day7_3	0.018657871	-0.000529707	-0.001025667	0.002836685	-0.009329682
41R_Day7_4	0.008948083	-0.008225713	-0.00329135	-0.000795508	0.001806666
41R_Day7_5	0.016541453	-0.011155343	-0.005488375	0.004942654	-8.00E-05
41R_Day7_6	0.013121697	-0.007186636	-0.012289619	0.000603198	-0.003123416
41R_Day7_7	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Day7_8	-0.027334995	0.022261308	0.021910428	-0.028569993	-0.008741723
41R_Day7_9	0.008785969	-0.006874167	-3.68E-05	0.000297016	-0.00091681
41R_Month10_10	0.008064072	-0.004834654	0.001257059	-0.000399264	-1.13E-05
41R_Month10_11	-0.011916682	0.013254709	-0.005760003	0.003448101	0.008239052
41R_Month10_12	-0.004075598	0.004166125	-0.002661591	0.001164808	-0.00371697
41R_Month10_13	-0.004075598	0.004166125	-0.002661591	0.001164808	-0.00371697
41R_Month10_14	-0.011905767	0.008862079	-0.005340432	0.004316687	-0.004244367
41R_Month10_15	-0.010794692	0.008995115	-0.004606083	0.00185187	0.002837832
41R_Month10_16	0.008064072	-0.004834654	0.001257059	-0.000399264	-1.13E-05
41R_Month10_17	-0.009735306	0.008053803	-0.004431388	0.00343044	0.002708765
41R_Month10_18	-0.010135527	0.009293952	-0.004656355	0.003996938	0.002939821
41R_Month10_19	-0.01180642	0.008765054	-0.005160026	0.004253252	-0.004261474
41R_Month10_1	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
41R_Month10_20	-0.004324296	0.004107127	-0.003043932	0.001433698	-0.003565837
41R_Month10_21	0.008359656	-0.004754241	0.001153695	-0.000400679	0.000466211
41R_Month10_22	-0.011147471	0.010427703	-0.00487684	0.002464218	0.003045055
41R_Month10_23	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month10_24	-0.01231465	0.013997773	-0.003453437	0.005950465	-0.006080745
41R_Month10_2	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month10_3	-0.01180642	0.008765054	-0.005160026	0.004253252	-0.004261474
41R_Month10_4	-0.01180642	0.008765054	-0.005160026	0.004253252	-0.004261474
41R_Month10_5	-0.009735306	0.008053803	-0.004431388	0.00343044	0.002708765
41R_Month10_6	-0.002136289	0.003575352	-0.002036988	0.000307589	0.00314378
41R_Month10_7	-0.01180642	0.008765054	-0.005160026	0.004253252	-0.004261474
41R_Month10_8	-0.010052606	0.009560357	-0.004793663	0.004097889	0.002948476
41R_Month10_9	-0.012238435	0.0100346	-0.005417716	0.004852109	-0.00409488
41R_Month1_10	-0.003715166	0.003678165	-0.002697894	0.001194515	-0.003766402
41R_Month1_11	-0.012215546	0.008148948	-0.011176466	-0.026227082	0.00347251
41R_Month1_12	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month1_13	0.015287918	-0.000957014	0.000527484	-0.001961928	0.000795946
41R_Month1_14	-0.000142697	0.00126009	-0.018581116	-0.042860883	-0.000890685
41R_Month1_15	0.008144732	-0.004642271	0.001305738	-0.000673945	0.000774077
41R_Month1_16	0.005446231	-0.003399893	0.000351337	0.000416074	-0.006071526
41R_Month1_17	-0.009735306	0.008053803	-0.004431388	0.00343044	0.002708765
41R_Month1_18	0.009347421	0.0005664	-0.010778306	0.001090145	-0.00147201
41R_Month1_19	-0.004605811	0.007756395	-0.002822765	0.00077541	-0.00162897
41R_Month1_1	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month1_20	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
41R_Month1_21	0.004693461	-0.008229727	-0.000311936	-0.000652514	-0.008523773
41R_Month1_22	-0.011749517	0.00890896	-0.005225427	0.004318421	-0.004285146
41R_Month1_23	-0.002136289	0.003575352	-0.002036988	0.000307589	0.00314378
41R_Month1_24	0.011544868	-0.003688748	0.000932016	0.000400319	0.000463395
41R_Month1_2	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month1_3	-0.009735306	0.008053803	-0.004431388	0.00343044	0.002708765
41R_Month1_4	0.007970528	-0.004881737	0.001264494	-0.000594062	0.00054386
41R_Month1_5	-0.01180642	0.008765054	-0.005160026	0.004253252	-0.004261474
41R_Month1_6	0.005968741	-0.01122072	-0.004008482	-0.003021156	0.001673931
41R_Month1_7	0.008015269	-0.004694614	0.001329493	-0.000692299	0.00073786
41R_Month1_8	-0.01180642	0.008765054	-0.005160026	0.004253252	-0.004261474
41R_Month1_9	0.00887297	-0.004302045	0.001266794	-0.000566904	0.000658629
41R_Month3_10	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month3_11	-0.025924654	0.020662043	-0.015636636	-0.019439809	-0.004619634
41R_Month3_12	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month3_13	0.008646028	-0.006417343	0.001571268	-0.00222645	0.000479337
41R_Month3_14	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
41R_Month3_15	0.010209246	-0.003309933	0.001116564	-0.000611497	0.002232831
41R_Month3_16	0.024478452	0.009646605	-0.017821219	0.024298469	-0.027333479
41R_Month3_17	-0.010507341	0.00983312	-0.004788335	0.005836687	-0.004977417
41R_Month3_18	0.050408973	-0.065585801	0.049117085	0.005727185	-0.033914571
41R_Month3_19	0.042762998	-0.027887047	-0.003181139	-0.020294549	0.004022885
41R_Month3_1	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month3_20	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
41R_Month3_21	-0.012238435	0.0100346	-0.005417716	0.004852109	-0.00409488
41R_Month3_22	0.052803858	-0.069907829	0.006650513	0.012197993	-0.042176145
41R_Month3_23	-0.010348669	0.012059016	-0.004909	0.003244642	0.004865915
41R_Month3_24	0.006264162	-0.004263324	0.000803049	6.56E-05	-0.006176086
41R_Month3_2	0.006248142	-0.002400325	0.001196905	-0.001069834	-0.00419968
41R_Month3_3	0.049234173	-0.02340662	0.013426876	-0.008937409	0.007752619
41R_Month3_4	0.048376738	-0.026538152	0.003087772	0.001862121	-0.009304725
41R_Month3_5	-0.021932416	0.023738142	0.024637013	0.003995367	0.002605309
41R_Month3_6	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
41R_Month3_7	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month3_8	-0.01180642	0.008765054	-0.005160026	0.004253252	-0.004261474
41R_Month3_9	-0.011713702	0.009488782	-0.005670886	0.004433454	-0.004542898
41R_Month6_10	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month6_11	-0.002450679	0.004743774	-0.002157028	0.000821083	0.003442564
41R_Month6_12	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
41R_Month6_13	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month6_14	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
41R_Month6_15	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month6_16	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month6_17	0.008175712	-0.002836384	0.001743772	-0.001855672	0.002867697
41R_Month6_18	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month6_19	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
41R_Month6_1	0.007953055	-0.004572652	0.001446519	-0.00082637	0.000744448
41R_Month6_20	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month6_21	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month6_22	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month6_23	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month6_24	0.011330084	-0.00555134	0.000438165	-0.000500339	0.001663829
41R_Month6_2	-0.010880411	0.00860033	-0.004080144	0.005373677	-0.003346133
41R_Month6_3	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month6_4	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month6_5	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month6_6	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month6_7	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
41R_Month6_8	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
41R_Month6_9	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
42L_Day7_10	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
42L_Day7_11	-0.01180642	0.008765054	-0.005160026	0.004253252	-0.004261474
42L_Day7_12	-0.01180642	0.008765054	-0.005160026	0.004253252	-0.004261474
42L_Day7_13	0.008009105	-0.004816909	0.001389039	-0.000652864	0.000709002
42L_Day7_14	-0.020862841	0.020249965	0.024284462	0.004541907	0.00040733
42L_Day7_15	-0.004075598	0.004166125	-0.002661591	0.001164808	-0.00371697
42L_Day7_16	-0.009735306	0.008053803	-0.004431388	0.00343044	0.002708765
42L_Day7_17	-0.012238435	0.0100346	-0.005417716	0.004852109	-0.00409488
42L_Day7_18	-0.01180642	0.008765054	-0.005160026	0.004253252	-0.004261474
42L_Day7_19	-0.009735306	0.008053803	-0.004431388	0.00343044	0.002708765
42L_Day7_1	-0.009735306	0.008053803	-0.004431388	0.00343044	0.002708765
42L_Day7_20	-0.01180642	0.008765054	-0.005160026	0.004253252	-0.004261474
42L_Day7_21	-0.009735306	0.008053803	-0.004431388	0.00343044	0.002708765
42L_Day7_22	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
42L_Day7_23	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
42L_Day7_24	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
42L_Day7_2	-0.010429515	0.011789739	-0.004773694	0.0031459	0.004853916
42L_Day7_3	-0.004075598	0.004166125	-0.002661591	0.001164808	-0.00371697
42L_Day7_4	-0.01180642	0.008765054	-0.005160026	0.004253252	-0.004261474
42L_Day7_5	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
42L_Day7_6	-0.01180642	0.008765054	-0.005160026	0.004253252	-0.004261474
42L_Day7_7	-0.009367234	0.007569123	-0.004462736	0.00347357	0.002664091
42L_Day7_8	-0.009735306	0.008053803	-0.004431388	0.00343044	0.002708765
42L_Day7_9	-0.011749517	0.00890896	-0.005225427	0.004318421	-0.004285146
42L_Month3_10	0.030201406	-0.003958503	0.000261909	-0.003557626	0.000506968
42L_Month3_11	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
42L_Month3_13	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
42L_Month3_14	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
42L_Month3_15	0.047388619	-0.034654451	0.023527052	-0.012272416	0.001746948
42L_Month3_16	0.009313383	-0.001064066	-0.001069584	0.000369409	0.00459045
42L_Month3_17	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
42L_Month3_18	0.035199012	-0.016468915	0.001309224	-0.021810689	-0.009545716
42L_Month3_19	-0.038263124	0.034924044	0.032175621	0.01591346	0.008614466
42L_Month3_1	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
42L_Month3_20	0.023340188	-0.008453079	0.018039798	0.00379639	-0.015066437
42L_Month3_21	0.009397185	-0.001570203	0.023987836	-0.00373444	0.002288892
42L_Month3_23	0.026916483	-0.008585115	-0.001507355	0.000288919	0.006641896
42L_Month3_24	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
42L_Month3_2	-0.034907117	0.028311791	0.027089948	-0.027951383	-0.003771758
42L_Month3_3	0.008009105	-0.004816909	0.001389039	-0.000652864	0.000709002
42L_Month3_4	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
42L_Month3_5	0.008000984	-0.004857204	0.001445285	-0.00073678	0.00073766
42L_Month3_8	0.007879587	-0.0048694	0.001412836	-0.000671261	0.000672729
42L_Month3_9	0.008047958	-0.002890828	0.00176481	-0.001872798	0.002829171
42L_Month6_10	0.045223818	-0.038643698	0.014062915	-0.004104206	0.004176045
42L_Month6_11	0.006338334	-0.003462637	-0.002614119	0.000369669	-0.005857035
42L_Month6_12	0.007410082	-0.004954348	0.001256667	-0.000564734	0.001093754
42L_Month6_13	0.006501862	-0.004448979	0.001161335	-0.000476814	0.000934093
42L_Month6_14	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42L_Month6_15	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42L_Month6_16	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42L_Month6_17	0.010930182	-0.005471963	0.000350773	-0.000331472	0.00198823
42L_Month6_18	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
42L_Month6_19	0.007560608	-0.004869473	0.001236183	-0.000571299	0.001121769
42L_Month6_1	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42L_Month6_20	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42L_Month6_21	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42L_Month6_22	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42L_Month6_23	0.031460892	-0.002019309	-0.00620649	0.007479355	-0.008182701
42L_Month6_24	0.007410082	-0.004954348	0.001256667	-0.000564734	0.001093754
42L_Month6_2	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42L_Month6_3	0.006293419	-0.006071502	-0.005399272	-0.002151574	0.007734649
42L_Month6_4	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
42L_Month6_5	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
42L_Month6_6	0.007410082	-0.004954348	0.001256667	-0.000564734	0.001093754
42L_Month6_7	0.004381171	-0.00230983	-0.000223819	0.00088771	-0.005453607
42L_Month6_8	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42L_Month6_9	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Day7_10	-0.011756638	0.008251955	-0.005243964	0.004415299	-0.003922545
42N_Day7_11	-0.01207667	0.008894095	-0.005267286	0.004490202	-0.00389066
42N_Day7_12	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Day7_13	-0.004422251	0.004169609	-0.002724671	0.001302724	-0.003352504
42N_Day7_14	-0.01207667	0.008894095	-0.005267286	0.004490202	-0.00389066
42N_Day7_15	-0.004422251	0.004169609	-0.002724671	0.001302724	-0.003352504
42N_Day7_16	-0.002491845	0.003588816	-0.002107962	0.000450768	0.003489756
42N_Day7_17	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Day7_18	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
42N_Day7_19	-0.012074701	0.008884389	-0.005284063	0.00443931	-0.003901762
42N_Day7_1	-0.01392474	0.013467434	-0.005573253	0.002458189	-0.001963328
42N_Day7_20	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Day7_21	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Day7_22	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Day7_23	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
42N_Day7_24	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
42N_Day7_2	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
42N_Day7_3	-0.00406302	0.0036837	-0.002761099	0.001333059	-0.003403277
42N_Day7_4	-0.010095995	0.00878921	-0.004749704	0.004162544	0.003263204
42N_Day7_5	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
42N_Day7_6	-0.009984071	0.008302376	-0.004636192	0.003657263	0.003082633
42N_Day7_7	-0.012055922	0.009014917	-0.005365958	0.004480251	-0.003892763
42N_Day7_8	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Day7_9	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month3_10	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month3_11	0.033568115	-0.0275447	-0.005455865	-0.000114077	-0.01745273
42N_Month3_12	0.052177628	-0.051153874	0.01917441	-0.013140505	-0.004625337
42N_Month3_13	-0.028682865	0.027487734	0.025877944	0.007021151	-0.00763104
42N_Month3_14	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month3_15	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month3_16	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month3_17	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month3_18	0.034557737	0.00073727	-0.009289743	0.003985126	-0.005355118
42N_Month3_19	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
42N_Month3_1	-0.002948028	0.007351493	0.000347937	0.001906371	-0.004318803
42N_Month3_20	0.007443997	-0.005083271	0.001402502	-0.000414207	0.000986394
42N_Month3_21	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
42N_Month3_23	0.022994803	-0.006876872	0.000386024	0.001214471	0.005031446
42N_Month3_24	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month3_2	-0.011551328	0.012072044	-0.005484062	0.003904779	-0.001889539
42N_Month3_3	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month3_4	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month3_5	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
42N_Month3_6	0.00677678	-0.007549879	-0.005887732	-0.002085664	0.008008711
42N_Month3_7	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month3_8	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month3_9	0.007682911	-0.004546006	0.001255842	-0.000525846	0.001298708
42N_Month6_10	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
42N_Month6_11	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month6_12	0.005865615	-0.002346761	0.001110679	-0.000911474	-0.003866889
42N_Month6_13	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month6_14	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month6_15	0.007410082	-0.004954348	0.001256667	-0.000564734	0.001093754
42N_Month6_16	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
