	Axis1_17.97	Axis2_9.11	Axis3_4.54	Axis4_3.30	Axis5_2.87
42N_Month6_17	0.007539271	-0.004901693	0.001232962	-0.00054623	0.001130243
42N_Month6_18	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month6_19	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month6_1	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month6_20	0.007410082	-0.004954348	0.001256667	-0.000564734	0.001093754
42N_Month6_21	0.007410082	-0.004954348	0.001256667	-0.000564734	0.001093754
42N_Month6_22	0.008938961	-0.003919209	0.001153032	-0.000318393	0.001042239
42N_Month6_23	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month6_24	0.034428898	-0.000630864	0.000108676	0.002247209	0.0080338
42N_Month6_2	0.007617479	-0.004751678	0.001299732	-0.000492649	0.001023407
42N_Month6_3	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month6_4	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month6_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month6_6	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month6_7	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month6_8	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42N_Month6_9	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Day7_10	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
42R_Day7_11	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Day7_12	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Day7_13	-0.002491845	0.003588816	-0.002107962	0.000450768	0.003489756
42R_Day7_14	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Day7_15	-0.012912949	0.012569621	-0.005648486	0.004177028	-0.00193659
42R_Day7_16	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Day7_17	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Day7_18	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
42R_Day7_19	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
42R_Day7_1	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
42R_Day7_20	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
42R_Day7_21	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
42R_Day7_22	-0.013763241	0.011124797	-0.005725533	0.003477855	-0.003878202
42R_Day7_23	-0.002491845	0.003588816	-0.002107962	0.000450768	0.003489756
42R_Day7_24	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
42R_Day7_2	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Day7_3	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
42R_Day7_4	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
42R_Day7_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Day7_6	-0.002491845	0.003588816	-0.002107962	0.000450768	0.003489756
42R_Day7_7	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Day7_8	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
42R_Day7_9	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
42R_Month3_10	-0.024846075	0.022744669	0.024963888	0.005572049	0.003065773
42R_Month3_11	-0.032477645	0.037406097	0.03761764	0.009250874	0.012105743
42R_Month3_12	-0.026199281	0.026533977	0.026611574	0.004991381	0.004832171
42R_Month3_13	-0.001666296	0.00584631	-0.006484638	0.00154533	0.007660003
42R_Month3_14	0.030388161	-0.000968806	0.00797345	-0.000454882	0.028617221
42R_Month3_15	-0.040679703	0.04659287	-0.031025467	-0.020987938	-0.016292871
42R_Month3_16	-0.128850129	-0.003318819	0.030149281	0.039119082	0.014609057
42R_Month3_17	-0.041788285	0.042259873	0.032999678	0.02618845	-0.004031956
42R_Month3_19	-0.21087488	-0.080511467	0.071151751	-0.120092686	0.089066147
42R_Month3_1	-0.013830463	0.01330114	-0.005904043	0.002510838	-0.002278384
42R_Month3_20	-0.203072715	-0.091264131	0.047909526	-0.058144761	0.128340432
42R_Month3_21	-0.109026396	-0.05448656	-0.021864418	0.053885461	0.058922461
42R_Month3_23	-0.042781645	0.039181614	0.041033599	0.033604404	0.025329987
42R_Month3_24	-0.14577996	-0.006774128	-0.000835961	-0.029680488	-0.008592356
42R_Month3_2	-0.037320077	0.042239266	0.030638471	0.018310441	0.003133614
42R_Month3_3	-0.03434259	0.037816041	0.034099633	0.019651	0.010209798
42R_Month3_4	0.020945425	-0.031350325	0.029765073	0.001026643	0.011861262
42R_Month3_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Month3_7	-0.024189264	0.024999059	0.028989474	0.006142505	0.007688373
42R_Month3_8	0.026415271	-0.04576764	-0.001746227	-0.027368839	0.036073073
42R_Month3_9	-0.029730861	0.033147043	0.033327973	0.008585304	0.013003599
42R_Month6_10	0.005755489	-0.004393973	0.000811938	0.000235359	-0.005883352
42R_Month6_11	0.010837549	-0.00217085	-0.001828919	0.001105996	0.000785174
42R_Month6_12	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Month6_13	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Month6_14	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Month6_15	0.007617479	-0.004751678	0.001299732	-0.000492649	0.001023407
42R_Month6_16	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Month6_17	-0.02224384	0.019477311	0.026101056	0.006201739	-0.006639499
42R_Month6_18	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Month6_19	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Month6_1	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Month6_20	0.007617479	-0.004751678	0.001299732	-0.000492649	0.001023407
42R_Month6_21	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Month6_22	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
42R_Month6_23	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Month6_24	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Month6_2	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Month6_3	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Month6_4	0.009022177	-0.003172451	0.000850114	-0.000241385	0.001869104
42R_Month6_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Month6_6	0.007617479	-0.004751678	0.001299732	-0.000492649	0.001023407
42R_Month6_7	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Month6_8	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
42R_Month6_9	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Day7_10	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Day7_11	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
43B_Day7_12	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43B_Day7_13	-0.01343281	0.016305641	-0.003072861	0.005181139	-0.00338885
43B_Day7_14	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Day7_15	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Day7_16	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43B_Day7_17	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43B_Day7_18	-0.01207667	0.008894095	-0.005267286	0.004490202	-0.00389066
43B_Day7_19	-0.012055922	0.009014917	-0.005365958	0.004480251	-0.003892763
43B_Day7_1	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43B_Day7_20	-0.012562251	0.010007056	-0.005478948	0.004972185	-0.003710827
43B_Day7_21	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
43B_Day7_22	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Day7_23	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Day7_24	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Day7_2	-0.013763241	0.011124797	-0.005725533	0.003477855	-0.003878202
43B_Day7_3	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43B_Day7_4	0.009151218	-0.003120835	0.000826816	-0.000223395	0.00190586
43B_Day7_5	-0.023334819	0.02033038	0.022792471	0.005342407	-0.008107628
43B_Day7_6	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43B_Day7_7	-0.01210827	0.009653889	-0.005964309	0.004731039	-0.004409873
43B_Day7_8	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Day7_9	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month3_10	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
43B_Month3_11	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month3_12	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month3_13	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month3_14	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month3_15	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month3_16	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
43B_Month3_17	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month3_18	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month3_19	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month3_1	0.005865615	-0.002346761	0.001110679	-0.000911474	-0.003866889
43B_Month3_20	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month3_21	-0.002805113	0.004754665	-0.002230474	0.000963586	0.003789496
43B_Month3_22	-0.024275148	0.02581242	0.032051926	0.004552262	0.005517073
43B_Month3_23	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month3_24	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month3_2	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month3_3	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
43B_Month3_4	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month3_5	0.007985907	-0.004109285	0.000642344	-0.000222526	0.001348013
43B_Month3_6	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
43B_Month3_7	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month3_8	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month3_9	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month6_10	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month6_11	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month6_12	0.012111565	-0.003687915	-0.006174954	0.000873882	-0.000501323
43B_Month6_13	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month6_14	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month6_15	-0.032285656	0.030358084	0.026602085	0.006243717	-0.007676917
43B_Month6_16	-0.028021723	0.026904991	0.022167926	0.005294443	-0.004839947
43B_Month6_17	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
43B_Month6_18	0.007617479	-0.004751678	0.001299732	-0.000492649	0.001023407
43B_Month6_19	-0.01175492	0.013490228	-0.005516429	0.002068398	0.005067711
43B_Month6_1	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
43B_Month6_20	0.005989508	-0.002157833	0.001023578	-0.00092781	-0.003824025
43B_Month6_21	-0.027931621	0.028184512	0.028679287	0.005470386	-0.004583023
43B_Month6_22	0.007253726	-0.004666854	0.001284427	-0.000477099	0.001006183
43B_Month6_23	0.007617479	-0.004751678	0.001299732	-0.000492649	0.001023407
43B_Month6_24	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month6_2	0.011069706	-0.005352443	0.000318765	-0.000266261	0.002151025
43B_Month6_3	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month6_4	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
43B_Month6_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month6_6	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month6_7	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43B_Month6_8	0.007723641	-0.004692326	0.001364748	-0.0004045	0.001276444
43B_Month6_9	-0.012954039	0.015542963	-0.002297475	0.004902198	-0.002935994
43L_Day7_10	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43L_Day7_11	0.009022177	-0.003172451	0.000850114	-0.000241385	0.001869104
43L_Day7_12	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43L_Day7_13	-0.011879604	0.0127798	-0.004964569	0.001699323	0.005370331
43L_Day7_14	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43L_Day7_15	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43L_Day7_16	0.009022177	-0.003172451	0.000850114	-0.000241385	0.001869104
43L_Day7_17	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
43L_Day7_18	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
43L_Day7_19	0.00951437	-0.002919198	0.000860506	-0.000867862	0.000897047
43L_Day7_1	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
43L_Day7_20	0.014863877	-0.002054124	0.000703541	-0.000295495	0.003353937
43L_Day7_21	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43L_Day7_22	0.007578658	-0.004816011	0.001175468	-0.000433774	0.000858686
43L_Day7_23	-0.010741931	0.008473395	-0.004692741	0.002009738	0.00317231
43L_Day7_24	-0.010468205	0.009276376	-0.004725435	0.004122379	0.003305309
43L_Day7_2	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43L_Day7_3	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
43L_Day7_4	-0.011825159	0.012332875	-0.006385893	0.005813056	-0.003271091
43L_Day7_5	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43L_Day7_6	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43L_Day7_7	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43L_Day7_8	-0.011756638	0.008251955	-0.005243964	0.004415299	-0.003922545
43L_Day7_9	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43L_Month3_10	0.009202883	-0.00132385	0.001161203	-0.001410836	0.00413107
43L_Month3_11	-0.02176435	0.017391699	-0.015388217	-0.020622022	0.003054467
43L_Month3_12	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43L_Month3_13	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43L_Month3_14	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43L_Month3_15	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43L_Month3_16	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43L_Month3_17	0.009286324	-0.003219185	0.000829306	-8.25E-05	0.002234086
43L_Month3_18	0.007434294	-0.000492636	0.000554778	-0.000615707	-0.00315164
43L_Month3_19	0.009202883	-0.00132385	0.001161203	-0.001410836	0.00413107
43L_Month3_1	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43L_Month3_20	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43L_Month3_21	0.009160799	-0.003080824	0.000816891	-0.000246006	0.001920086
43L_Month3_22	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43L_Month3_23	0.006999692	-0.006799891	-0.005426918	-0.002950332	0.007038675
43L_Month3_24	0.007102695	-0.000551412	-0.001792316	0.001607684	-0.004600807
43L_Month3_2	0.012458091	-0.003903994	-0.000105275	-8.36E-05	0.002883374
43L_Month3_3	0.009289763	-0.003029355	0.000793645	-0.000228047	0.001956826
43L_Month3_4	-0.025705432	0.023498351	-0.016990449	-0.019168813	-0.003828117
43L_Month3_5	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43L_Month3_6	0.009171966	-0.003317605	0.000819949	-0.00025499	0.002008619
43L_Month3_8	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43L_Month3_9	-0.025133897	0.021289237	-0.017958697	-0.020435668	-0.007791755
43L_Month6_10	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43L_Month6_11	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43L_Month6_12	0.009160799	-0.003080824	0.000816891	-0.000246006	0.001920086
43L_Month6_13	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43L_Month6_14	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43L_Month6_15	0.009160799	-0.003080824	0.000816891	-0.000246006	0.001920086
43L_Month6_16	0.009160799	-0.003080824	0.000816891	-0.000246006	0.001920086
43L_Month6_17	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43L_Month6_18	0.009160799	-0.003080824	0.000816891	-0.000246006	0.001920086
43L_Month6_19	0.009289763	-0.003029355	0.000793645	-0.000228047	0.001956826
43L_Month6_1	0.009160799	-0.003080824	0.000816891	-0.000246006	0.001920086
43L_Month6_20	0.009160799	-0.003080824	0.000816891	-0.000246006	0.001920086
43L_Month6_21	0.009312379	-0.001075657	0.001191266	-0.001468229	0.004107593
43L_Month6_22	0.015634768	0.00379965	-0.005133847	0.006884735	-0.004352312
43L_Month6_23	0.046074786	-0.014128751	0.004774089	-0.003379887	0.003772951
43L_Month6_24	0.009160799	-0.003080824	0.000816891	-0.000246006	0.001920086
43L_Month6_2	0.009160799	-0.003080824	0.000816891	-0.000246006	0.001920086
43L_Month6_3	0.009160799	-0.003080824	0.000816891	-0.000246006	0.001920086
43L_Month6_4	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43L_Month6_5	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43L_Month6_6	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43L_Month6_7	0.009160799	-0.003080824	0.000816891	-0.000246006	0.001920086
43L_Month6_8	0.009160799	-0.003080824	0.000816891	-0.000246006	0.001920086
43L_Month6_9	0.009051111	-0.003328198	0.000786565	-0.000188917	0.001943432
43N_Day7_10	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Day7_11	-0.010762371	0.011770949	-0.004847832	0.003274866	0.005219607
43N_Day7_12	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Day7_13	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43N_Day7_14	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
43N_Day7_15	-0.004874904	0.007875853	-0.00294575	0.000959073	-0.001271435
43N_Day7_16	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
43N_Day7_17	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43N_Day7_18	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
43N_Day7_19	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Day7_1	-0.023334819	0.02033038	0.022792471	0.005342407	-0.008107628
43N_Day7_20	-0.011354286	0.011306642	-0.006154181	0.005172309	-0.0035121
43N_Day7_21	-0.012562251	0.010007056	-0.005478948	0.004972185	-0.003710827
43N_Day7_22	-0.002805113	0.004754665	-0.002230474	0.000963586	0.003789496
43N_Day7_23	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43N_Day7_24	-0.011881627	0.008604832	-0.005175813	0.004344611	-0.003894224
43N_Day7_2	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
43N_Day7_3	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
43N_Day7_4	0.007617479	-0.004751678	0.001299732	-0.000492649	0.001023407
43N_Day7_5	-0.012562251	0.010007056	-0.005478948	0.004972185	-0.003710827
43N_Day7_6	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43N_Day7_7	-0.014088458	0.013871221	-0.005897671	0.002787653	-0.002091602
43N_Day7_8	-0.011756638	0.008251955	-0.005243964	0.004415299	-0.003922545
43N_Day7_9	-0.012562251	0.010007056	-0.005478948	0.004972185	-0.003710827
43N_Month3_10	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Month3_11	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Month3_12	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Month3_13	0.007761402	-0.00251696	0.002010449	-0.001888438	0.003102565
43N_Month3_14	0.007598967	-0.004502089	0.001653787	-0.000684125	0.000940214
43N_Month3_15	0.007993735	-0.004293421	0.001211059	-0.000472161	0.001122009
43N_Month3_16	0.006730167	-0.004072601	0.001486189	-0.000574923	0.000933548
43N_Month3_17	0.007682911	-0.004546006	0.001255842	-0.000525846	0.001298708
43N_Month3_18	-0.028885013	0.022422188	-0.016485644	-0.021345731	-0.002351417
43N_Month3_19	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Month3_1	0.008393802	-0.004914573	0.001911883	-0.00159147	0.00127182
43N_Month3_20	0.004948759	-0.003610595	0.000928981	0.000197206	-0.006028082
43N_Month3_21	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Month3_22	0.007598967	-0.004502089	0.001653787	-0.000684125	0.000940214
43N_Month3_23	0.007598967	-0.004502089	0.001653787	-0.000684125	0.000940214
43N_Month3_24	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Month3_2	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Month3_3	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Month3_4	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Month3_5	0.011034773	-0.00343256	0.000793034	-0.001585877	0.004219527
43N_Month3_6	0.006601464	-0.00413357	0.001483135	-0.000643683	0.000882153
43N_Month3_7	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
43N_Month3_8	0.007598967	-0.004502089	0.001653787	-0.000684125	0.000940214
43N_Month3_9	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Month6_10	0.004946769	-0.003615474	0.000901579	0.000149958	-0.006043984
43N_Month6_11	0.004946769	-0.003615474	0.000901579	0.000149958	-0.006043984
43N_Month6_12	0.007598967	-0.004502089	0.001653787	-0.000684125	0.000940214
43N_Month6_13	0.007459931	-0.004720466	0.001383528	-0.000713795	0.000928866
43N_Month6_15	0.007547209	-0.004815923	0.001336168	-0.000530987	0.000888507
43N_Month6_16	0.004948759	-0.003610595	0.000928981	0.000197206	-0.006028082
43N_Month6_17	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Month6_18	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Month6_19	-0.009859744	0.008661372	-0.003420006	0.004349079	-0.00303196
43N_Month6_1	0.008226198	-0.00446638	0.001530281	-0.002652436	0.001313444
43N_Month6_20	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Month6_21	0.007617479	-0.004751678	0.001299732	-0.000492649	0.001023407
43N_Month6_22	0.006341443	-0.008331998	-0.004882306	-0.00340767	0.006108736
43N_Month6_23	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Month6_24	0.007598967	-0.004502089	0.001653787	-0.000684125	0.000940214
43N_Month6_2	0.010930182	-0.005471963	0.000350773	-0.000331472	0.00198823
43N_Month6_3	0.007433454	-0.004561827	0.001381381	-0.000685016	0.001023733
43N_Month6_4	0.007616807	-0.004702316	0.001284707	-0.000510312	0.001030875
43N_Month6_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Month6_6	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43N_Month6_7	0.004948759	-0.003610595	0.000928981	0.000197206	-0.006028082
43N_Month6_8	0.01693577	0.000323361	-0.007233713	-0.000757365	0.00505656
43N_Month6_9	0.005178812	-0.001130482	0.001171171	-0.000991671	-0.003715002
43R_Day7_10	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
43R_Day7_11	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Day7_12	-0.007905056	0.007334241	-0.003810332	0.003719452	0.002338677
43R_Day7_13	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
43R_Day7_14	-0.004422251	0.004169609	-0.002724671	0.001302724	-0.003352504
43R_Day7_15	-0.012562251	0.010007056	-0.005478948	0.004972185	-0.003710827
43R_Day7_16	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43R_Day7_17	-0.002491845	0.003588816	-0.002107962	0.000450768	0.003489756
43R_Day7_18	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43R_Day7_19	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43R_Day7_1	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Day7_20	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43R_Day7_21	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43R_Day7_22	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Day7_23	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Day7_24	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43R_Day7_2	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Day7_3	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43R_Day7_4	-0.012055922	0.009014917	-0.005365958	0.004480251	-0.003892763
43R_Day7_5	-0.004422251	0.004169609	-0.002724671	0.001302724	-0.003352504
43R_Day7_6	-0.004317978	0.00441226	-0.002860528	0.001385081	-0.003354128
43R_Day7_7	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Day7_8	-0.010762371	0.011770949	-0.004847832	0.003274866	0.005219607
43R_Day7_9	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
43R_Month3_10	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month3_11	0.010930182	-0.005471963	0.000350773	-0.000331472	0.00198823
43R_Month3_12	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month3_13	0.011034773	-0.00343256	0.000793034	-0.001585877	0.004219527
43R_Month3_14	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month3_15	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month3_16	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month3_17	0.007617554	-0.004669006	0.001397163	-0.000519761	0.001256162
43R_Month3_18	0.009204468	-0.006343419	-0.014119344	-0.001111424	-0.00273303
43R_Month3_19	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month3_1	0.005755489	-0.004393973	0.000811938	0.000235359	-0.005883352
43R_Month3_20	0.007639269	-0.004722074	0.00129673	-0.000518339	0.001016119
43R_Month3_21	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month3_22	0.007985907	-0.004109285	0.000642344	-0.000222526	0.001348013
