	Axis1_7.01	Axis2_2.88	Axis3_2.11	Axis4_1.76	Axis5_1.46	Axis6_1.39	Axis7_1.31	Axis8_1.27	Axis9_1.25	Axis10_1.23
25L_Day7_10	-0.005122828	-0.011474113	0.013747828	-0.029876276	0.012097031	0.000475889	0.000791782	0.006768585	0.002603727	-0.002743765
25L_Day7_11	0.001388843	0.000935495	0.001376816	0.000980604	0.000228634	-4.94E-05	-0.000245237	0.000438091	-0.000410108	0.000456998
25L_Day7_12	-0.006518218	-0.008497757	0.001286939	-0.000868455	-0.008247399	-0.008526205	-0.000926778	-0.004569287	0.004709887	0.000559223
25L_Day7_13	-0.051568526	0.008556448	-0.015474896	-0.006738424	-0.003765557	-0.002971719	0.003852273	-0.002062128	-0.000230324	-0.001070838
25L_Day7_16	8.52E-06	0.000681736	0.000924359	0.001446782	0.00032471	0.000649686	-0.001055349	0.00028576	-0.000176771	-3.24E-05
25L_Day7_17	-0.0023003	-0.002183135	0.002849379	0.00021519	-0.001072731	-0.000814259	0.002305986	-0.00337186	-0.00056023	-0.002635667
25L_Day7_18	0.000715839	0.000944487	0.001626188	0.00118731	0.000604519	0.000405334	9.14E-05	0.000134377	-0.000314028	0.000384907
25L_Day7_19	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
25L_Day7_1	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
25L_Day7_20	0.002273033	0.000953718	0.001268755	0.000623196	0.000149812	0.000208609	-0.000308976	2.32E-05	-0.000636558	0.000143703
25L_Day7_21	0.000757759	0.00058099	0.001845498	0.001241777	0.000474174	0.000564223	0.000157603	6.41E-05	-0.000455728	0.00031032
25L_Day7_23	0.003013655	0.007495415	0.01606434	-0.01186937	-0.021617226	-0.00026427	-0.018767596	-0.040354501	-0.002016585	0.006588455
25L_Day7_24	0.001923218	0.000847481	0.00143092	0.000748141	0.000458818	0.000576172	-0.000176719	-0.000159068	-0.000504384	-2.36E-05
25L_Day7_2	-0.044785878	0.011758074	-0.012476675	-0.004679386	0.001301424	0.000490532	-0.000220349	0.002229139	0.002233684	0.002273607
25L_Day7_3	0.00206872	0.00052065	0.00203769	0.001025682	7.47E-05	-1.85E-05	-0.000220494	0.000163861	-0.000171439	0.000355879
25L_Day7_4	-0.037293742	0.012040036	-0.014352637	-0.004022472	-0.001247387	-0.000332355	-0.000942078	0.001560407	-0.000451722	0.001362333
25L_Day7_5	0.00238602	0.001180221	0.000879619	0.000538494	0.00074623	0.000433284	-0.000157958	2.09E-05	-0.000545263	-0.000133684
25L_Day7_6	-0.037716588	0.011780362	-0.014204725	-0.004337402	-0.001341831	-0.000717399	-0.000541849	0.001802092	-0.000703248	0.001858345
25L_Day7_7	0.003191076	-0.010334715	0.012485522	-0.00483393	-0.008751772	-0.003085584	0.015792097	0.003370461	0.00266261	-0.005607295
25L_Day7_8	-0.037293742	0.012040036	-0.014352637	-0.004022472	-0.001247387	-0.000332355	-0.000942078	0.001560407	-0.000451722	0.001362333
25L_Day7_9	-0.0080589	-0.012911777	-0.001497851	-0.000612509	-0.004166616	-0.005227097	0.006277667	-0.00378573	0.000310043	-0.000733812
25N_Day3_11	0.000927596	0.000826234	0.001632759	0.001112047	0.000536265	0.000946833	-2.48E-05	-0.00039389	-0.000318539	2.91E-05
25N_Day3_12	-0.001820492	-0.003184752	0.003414336	0.000328878	-0.000622276	-0.001920597	0.003018925	-0.003360909	-0.000208983	-0.00226391
25N_Day3_13	-0.008001814	-0.008034011	0.004352729	0.001481336	-0.002614807	-0.00032948	0.004215068	-0.004165417	0.005583255	-0.001758329
25N_Day3_14	0.015654618	-0.011530007	-0.008577772	0.005889235	0.011981651	-0.016218144	-0.012716957	-0.001785543	0.012320816	0.007677765
25N_Day3_15	-0.00536211	-0.016073411	0.015946922	-0.03078461	0.009554567	-0.003398354	0.003563993	0.002169515	0.003129558	-0.005798375
25N_Day3_16	-0.03256144	-0.009543097	0.046714409	0.030522857	0.007021486	-0.007462709	-0.014249144	0.017097256	0.010155695	8.06E-05
25N_Day3_17	0.001359753	0.001533738	0.000851208	0.0008434	0.000277601	0.000669701	-0.000917616	0.000239288	-0.000510146	-0.000363466
25N_Day3_19	0.001877206	0.001187367	0.001410839	0.000778888	0.000790486	0.000529068	-9.18E-05	-0.000134563	-0.000116058	0.000149804
25N_Day3_1	0.002186123	0.001278263	0.000921594	0.000583177	0.000843676	0.000478473	-0.00024564	4.28E-06	-0.000513013	-7.98E-05
25N_Day3_20	0.000483297	0.000929688	0.001673439	0.001320166	0.000567974	0.000713545	-0.000706647	0.000450234	-0.000423611	-0.000378507
25N_Day3_21	0.010725983	-0.021431299	0.000474468	-0.007072717	-0.028897812	0.020927084	-0.02265802	-0.016826064	0.0189143	-0.018769587
25N_Day3_22	0.000170094	-0.005555949	0.004474184	0.001079962	-0.005835208	-0.007163301	-0.001181925	-0.003479036	0.002092535	0.000930604
25N_Day3_3	0.023987387	-0.02266785	-0.008524665	0.001865757	-0.004323112	0.011619184	0.006230554	-0.007906737	0.002969279	-0.004117279
25N_Day3_6	0.000182994	0.00110065	0.001607528	0.001338799	0.000683828	0.000589732	-0.000797865	0.000570774	-0.000109893	-0.000236229
25N_Day3_8	-0.000748821	-0.003193127	0.001122669	0.003831097	-0.002041176	-0.002256406	0.002012151	0.005318174	0.004489545	-0.004048953
25N_Day7_10	0.001036063	0.001028724	0.001477333	0.001211874	0.000571059	0.000514342	-0.000778919	-0.000312219	-9.85E-05	-0.000422508
25N_Day7_11	0.016938463	-0.042107309	-0.033948639	0.033553634	0.008245336	-6.27E-05	0.011582071	-0.009402514	0.004309104	0.009102356
25N_Day7_12	-0.008191439	0.007533304	0.006767809	0.002807107	0.005534235	-0.002153979	0.001015134	0.000754552	0.004509316	-0.003979059
25N_Day7_13	-0.043915193	0.011154202	-0.012629478	-0.005113494	0.001014797	0.000257262	-0.000306988	0.002275254	0.002662176	0.002111883
25N_Day7_14	-0.044941386	0.012580385	-0.016178853	-0.006056348	-0.001329615	-6.38E-05	-0.000928257	0.001870961	0.000632262	0.002144214
25N_Day7_15	0.001663161	0.000870531	0.001180542	0.00070443	0.000318269	0.000283911	-0.00025814	0.000356758	0.000158322	-0.000514673
25N_Day7_16	-0.042426071	0.01069488	-0.012622518	-0.005247657	0.002052342	4.53E-05	-0.000214453	0.001968875	0.001660442	0.001208469
25N_Day7_17	0.000506581	0.001013323	0.001200395	0.000678823	0.000489915	0.000845748	-0.000447138	0.000501398	-0.000127251	-0.000351743
25N_Day7_18	-0.041033095	0.011446984	-0.014953507	-0.004698932	-0.0018346	-0.000884428	-0.000761843	0.002459612	-0.00071332	0.00169026
25N_Day7_19	-0.048306658	0.009980774	-0.016531224	-0.004727484	0.00278152	-0.002045952	-0.000745472	0.001348903	0.001667628	0.00198647
25N_Day7_1	-0.039295436	0.011279178	-0.0142634	-0.004404317	-0.001337506	-0.000481584	-0.000835125	0.002549505	-0.000403866	0.001279514
25N_Day7_20	-0.045532142	0.013052768	-0.016829254	-0.006107077	-0.001332347	-0.000145904	-0.000728904	0.001073314	0.000459218	0.001946228
25N_Day7_21	-0.041580215	0.011473678	-0.015236887	-0.004787194	-0.001868069	-0.000831866	-0.000509369	0.002595873	-0.000750371	0.00181841
25N_Day7_22	-0.043306064	0.012441853	-0.016176892	-0.005449488	-0.001683057	-0.000804919	-0.000809569	0.002888424	-3.14E-05	0.001813067
25N_Day7_23	0.001141541	0.000660953	0.001705958	0.001059402	0.000807011	0.000915831	7.53E-05	-0.000397635	-0.000311534	0.000199977
25N_Day7_24	-0.041324074	0.01210128	-0.016102975	-0.005168975	-0.001757329	-0.000412516	-0.000678429	0.001971035	-0.000685271	0.001465895
25N_Day7_2	-0.038863025	0.011154538	-0.014178847	-0.004649425	-0.001294893	-0.000597991	-0.000586193	0.002346744	-0.000466628	0.001472487
25N_Day7_3	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
25N_Day7_4	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
25N_Day7_5	0.002319624	-0.003284012	0.007269189	0.012474879	0.001506297	-0.005986023	-0.006905778	0.014547809	-0.002474695	0.005391362
25N_Day7_6	0.020932423	-0.039248079	-0.035948072	0.026577418	0.01808766	-0.022484432	0.006714977	-0.000827742	-0.002124323	0.001939331
25N_Day7_7	-0.007410402	-0.006155716	0.006914487	0.0229354	-0.016031271	-0.021005985	-0.003289233	0.009307906	0.017523166	-0.00849124
25N_Day7_8	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
25N_Day7_9	0.002116097	-0.000165946	0.015304114	0.002236344	-0.001094249	-0.007135135	-0.005043514	-0.009528164	0.006645176	0.010118871
25N_Month10_1	0.002860274	-0.027977114	-0.028179664	0.010388271	0.020087212	-0.006030571	0.000829142	0.000911462	-0.008550046	-0.001447526
25N_Month10_2	-0.001008952	-0.002709126	0.004107809	0.000465506	-0.000753511	-0.001605317	0.002874812	-0.003729352	-0.000625633	-0.002091621
25N_Month10_3	-6.77E-05	0.000838512	0.001656177	0.001174129	-4.95E-06	0.000990148	-0.000274467	0.000133011	4.84E-05	0.000139015
25N_Month10_4	-0.001260932	-0.002712776	0.003871337	0.00021503	-0.001068586	-0.001243163	0.002718771	-0.003658535	-0.00038312	-0.002278548
25N_Month10_5	0.000964097	0.000478177	0.002017546	0.00098282	0.000250358	0.000819144	-0.000198981	7.79E-05	0.000422996	-0.000280918
25N_Month10_6	0.000960818	0.000561846	0.001859502	0.001136564	0.000805625	0.000926496	6.81E-05	-0.000358164	-0.000322646	0.000235359
25N_Month10_7	0.000846031	0.000654602	0.001964395	0.000965175	0.000297965	0.001039251	-0.000667692	1.45E-05	-8.99E-05	-0.000555057
25N_Month10_8	0.000355614	0.000560173	0.00240903	0.001205962	0.000382967	0.000863382	-0.000375612	0.000294649	0.000305944	-0.000365464
25N_Month1_10	0.00479771	-0.005563861	0.004903735	0.005255161	-0.007930115	0.003206341	-0.008320144	0.002850181	0.001051275	0.000839771
25N_Month1_11	0.001823217	0.000666046	0.001918938	0.000493548	0.000222618	0.000152243	-0.000112592	0.00018409	-0.000394032	0.000532142
25N_Month1_12	-0.000192226	0.00137287	0.00175694	0.001638196	0.00234799	0.000526499	0.000988113	0.00033739	1.51E-05	-0.000292409
25N_Month1_13	0.02265931	0.02624579	0.019557924	0.007474303	0.008679285	-0.01066657	-0.003052393	0.002365808	-0.009051941	0.009288994
25N_Month1_14	0.000871266	0.003636931	0.002633349	0.003149548	-0.001738981	-0.010051877	0.005618855	0.002747933	-0.008783819	-0.003436995
25N_Month1_15	0.007756108	0.004127264	0.009846405	-0.000663118	0.00645752	-0.000477767	-0.009974312	0.005119928	-0.011115246	-0.004615005
25N_Month1_16	0.000915714	0.000884984	0.001579154	0.000882315	0.000580637	0.000599544	-0.000459832	0.000476502	0.000197299	-0.000590935
25N_Month1_17	-0.002055429	-0.008330353	0.016062638	-0.014545572	0.002593089	-0.008278378	-0.000192483	0.008781186	0.000912057	-0.002959857
25N_Month1_18	0.002822387	0.008275373	0.015139372	0.01586966	0.000235911	-0.006728077	0.0080557	0.022697338	0.01652605	0.005196389
25N_Month1_19	0.001606256	0.001192856	0.001483824	0.001446003	0.000718358	0.000754511	-0.001029843	-1.96E-05	-8.83E-05	-0.000809781
25N_Month1_1	0.024129061	0.002883623	0.001891022	0.012521346	-0.00812131	-0.007678966	0.009767878	0.001256681	-0.003162484	0.009253579
25N_Month1_22	-0.028596185	0.005458678	0.027720958	0.028267269	-0.001971467	-0.013579821	0.002594999	0.019981444	0.010130939	0.007323215
25N_Month1_23	-0.00299919	-0.006280602	0.002069427	-0.001314808	-0.003307123	-0.001454668	0.003614491	-0.004215651	0.00259029	-0.000754666
25N_Month1_3	-0.000802304	0.011118843	0.005388628	0.005149348	0.00844989	-0.001177289	-0.003633374	0.005233348	0.004359976	-0.000398259
25N_Month1_4	-0.008365054	-0.000494852	0.005098033	0.001103082	0.001242734	-0.000485177	0.00071125	-0.003547962	-0.004226757	-0.000889832
25N_Month1_5	0.001699188	0.010203263	0.008005724	0.010241921	-0.008200123	0.002605984	-0.003037393	0.000416	-0.003743936	-0.012197954
25N_Month1_7	-0.003351297	0.011946173	0.00358266	-0.002588548	-0.002812094	-0.001858734	-0.009093581	-0.002266677	8.91E-05	-0.007065625
25N_Month1_8	-0.002181292	-0.002936342	0.00313417	0.000871206	-0.002284536	-0.002073654	0.002077341	-0.003103593	0.000512978	-0.002584227
25N_Month1_9	0.000814208	0.001063403	0.00144561	0.000380968	0.000996362	0.000857946	-0.000241606	-3.10E-05	9.65E-05	0.000138809
25N_Month3_10	0.035350966	-0.001897765	-0.011860039	-0.005007496	0.006495513	0.031688895	0.003214356	0.035637602	0.03614	-0.008318905
25N_Month3_11	0.001141541	0.000660953	0.001705958	0.001059402	0.000807011	0.000915831	7.53E-05	-0.000397635	-0.000311534	0.000199977
25N_Month3_12	0.077009591	0.010643461	0.004174406	-0.02452931	-0.059403445	0.054782316	-0.007140866	0.033782741	-0.031558505	-0.046540508
25N_Month3_13	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
25N_Month3_14	0.002124313	0.001079434	0.001944299	0.001043371	0.000283064	0.000302089	-0.000236143	-0.000135784	-0.000460148	0.000362577
25N_Month3_15	-0.039700412	-0.001954856	0.067054505	0.03363207	0.04250321	0.017477978	-0.006538241	-0.01102455	-0.028269689	0.017873844
25N_Month3_17	0.032146884	0.028095082	-0.006219922	-0.015200086	-0.005282742	-0.015895001	0.006350453	0.032689882	-0.007982746	-0.006175003
25N_Month3_18	0.001971519	0.000926497	0.001567815	0.00081098	0.000550031	0.00068537	-6.74E-05	-0.000182942	-0.000449857	8.71E-05
25N_Month3_19	-0.003383851	0.000459457	0.007569803	0.001918154	-0.008831231	0.009983596	-0.005055838	-0.010438986	0.007027459	0.002173689
25N_Month3_1	-0.001683852	-0.013787427	-0.0058561	-0.001772739	-0.001045071	0.01614239	-0.005911826	-0.008985203	0.007278885	0.008957623
25N_Month3_20	-0.050878737	0.003986041	-0.014371913	-0.004289143	-0.003563128	0.001692959	0.003311472	-0.003575498	0.003122118	-0.008827198
25N_Month3_21	0.01797231	0.012762297	-0.01154333	-0.001377058	0.002956585	-0.006575566	-0.002539363	0.01932492	0.00709674	0.002065353
25N_Month3_22	0.028148576	-0.017350882	-0.022391093	0.007805648	0.005435577	0.029933531	0.002467902	-0.012083177	0.00027609	0.035799795
25N_Month3_23	-0.008662616	-0.000641062	0.006189428	0.007353691	0.005564071	0.003937701	0.014941243	0.0150442	-0.017293078	0.000198767
25N_Month3_24	0.155244258	0.065147257	-0.067791941	-0.033489791	-0.002509941	-0.022157586	0.037761997	-0.056859814	0.056233577	0.068921071
25N_Month3_2	0.001121704	-1.87E-05	0.002219667	0.001523661	0.000336851	0.000190707	-0.000116407	0.000294291	-0.000607632	0.000627948
25N_Month3_3	0.001121704	-1.87E-05	0.002219667	0.001523661	0.000336851	0.000190707	-0.000116407	0.000294291	-0.000607632	0.000627948
25N_Month3_4	0.001121704	-1.87E-05	0.002219667	0.001523661	0.000336851	0.000190707	-0.000116407	0.000294291	-0.000607632	0.000627948
25N_Month3_5	0.001929813	0.001287488	0.00134995	0.000756369	0.000679899	0.000527279	-0.000133279	-0.000113652	-0.000308407	0.000160508
25N_Month3_6	0.049540266	-0.005994329	-0.031317295	0.004265324	0.064265542	-0.028376889	0.004885301	0.008376287	-0.034409095	-0.020579568
25N_Month3_7	0.002261179	-0.029871043	0.01816237	-0.030120202	0.002389691	0.00093779	0.011274561	-0.006081887	-0.00110557	-0.00644872
25N_Month3_8	0.020448017	-0.035057518	-0.032223553	0.016847294	-0.009448831	-0.031832002	-0.008935428	0.023638941	-0.022228647	0.004366234
25N_Month3_9	0.001889006	0.000798255	0.001667476	0.000793359	0.00063121	0.000707914	-6.14E-05	-4.98E-05	-0.00025336	-2.06E-05
25N_Month6_10	-0.043107764	0.012069089	-0.015828418	-0.005410804	-0.001591881	-0.00111288	-0.000688236	0.00305605	-0.000404243	0.001747909
25N_Month6_12	0.001693834	0.001078481	0.000907688	0.000749727	0.00088638	0.000508892	-0.000338693	-4.61E-05	-0.000672009	-6.78E-05
25N_Month6_13	0.001358981	0.000406111	0.001964849	0.001280135	0.00042909	0.000221527	-0.000160641	0.000172117	-0.000334741	4.05E-05
25N_Month6_14	-0.043312733	0.011575173	-0.01240269	-0.004833307	0.001070804	0.000535022	8.25E-05	0.002363732	0.001973946	0.00212496
25N_Month6_15	0.001534837	0.00135762	0.001179306	0.000926846	0.000251126	0.000358725	-0.000587619	-2.16E-05	-0.000456863	0.000337725
25N_Month6_16	-0.009925541	-0.0303662	-0.003954684	-0.030398236	0.017653803	0.001542108	-0.004458085	0.01276534	0.002053863	0.001222055
25N_Month6_17	0.000956891	0.000963383	0.001416397	0.000966969	0.000731133	0.000651291	-0.00014864	-0.000263024	-0.000403824	0.000177203
25N_Month6_18	0.001825076	0.000844688	0.001697227	0.000858503	0.000546418	0.000690779	-7.38E-05	-0.000162905	-0.000436513	9.09E-05
25N_Month6_19	0.001836352	0.00134305	0.00162485	0.000789182	0.0005172	9.00E-05	-0.000249897	-1.72E-05	-0.000589648	0.000344166
25N_Month6_1	0.001928643	0.000444317	0.002167512	0.001084291	7.74E-05	-6.43E-06	-0.000216773	0.000179415	-0.000165669	0.000366686
25N_Month6_20	0.000772219	0.000582368	0.001478682	0.000914469	0.000440099	0.000921955	-0.000214907	-0.00037342	-0.000528387	-0.000102689
25N_Month6_22	0.001820533	0.00117288	0.001000194	0.00081951	0.000914676	0.000538849	-0.000438763	0.000131354	-0.00026217	-0.000273337
25N_Month6_23	0.001776399	0.000765653	0.001559703	0.000795458	0.000454939	0.000581407	-0.000183161	-0.000138953	-0.000490982	-1.99E-05
25N_Month6_24	0.002038144	0.001196191	0.001048424	0.000629511	0.000839862	0.000483136	-0.000251805	2.44E-05	-0.000498895	-7.67E-05
25N_Month6_2	-0.051656085	0.0094381	-0.013728724	-0.006849404	-0.000284836	-0.002002533	0.002448758	-0.00098715	0.003272659	-0.002111328
25N_Month6_3	0.00206872	0.00052065	0.00203769	0.001025682	7.47E-05	-1.85E-05	-0.000220494	0.000163861	-0.000171439	0.000355879
25N_Month6_4	-0.000579621	0.00058424	0.001794358	0.002127387	-0.000281298	0.000564815	-0.000894303	0.000648868	0.000342701	0.000102907
25N_Month6_5	0.002025995	0.000882669	0.001818578	0.00097079	0.000204254	-0.000177042	-0.000286529	0.000234122	-2.98E-05	0.000430503
25N_Month6_6	0.001599087	0.000826055	0.001541733	0.000752431	0.000386487	0.000802976	-0.000206071	-0.00020286	-0.000419113	-0.000114898
25N_Month6_7	0.000785003	0.000524507	0.001569803	0.001249501	6.96E-05	0.000254924	-0.000330591	0.000400035	-0.000443382	0.000201707
25N_Month6_8	0.001604316	0.000832454	0.001540533	0.000762448	0.000393427	0.000810723	-0.000195736	-0.00020822	-0.000427069	-0.000108467
25N_Month6_9	0.001746034	0.000907498	0.001413488	0.000705411	0.000390404	0.000797612	-0.000199637	-0.000222707	-0.000432509	-0.000118513
25R_Day7_10	0.001873529	0.000793354	0.000858702	0.000528095	0.000520991	9.91E-05	-0.000109953	0.000372059	-0.00041461	-0.000112852
25R_Day7_11	-0.002179839	-0.00535814	-0.002895497	0.001208957	-0.001295934	0.005066032	0.000163313	0.000665068	0.002227173	0.002402394
25R_Day7_12	0.0006414	0.000575245	0.00186397	0.001165914	0.000203976	0.000401454	-0.000184085	0.000451136	-0.000698196	0.00043643
25R_Day7_13	-0.000946566	-0.007779435	0.005731308	0.004823771	-0.002118195	0.000192812	-0.003139599	0.007064211	0.002842505	0.00986153
25R_Day7_14	-0.00396433	-0.027364269	0.021462359	-0.043618171	-0.000220131	0.002451283	0.008471953	-0.013666613	0.0150512	0.001919396
25R_Day7_15	0.001525836	0.000643155	0.001671419	0.000823435	-0.000146304	0.000238096	-0.000228874	0.000160532	-0.000379505	0.000311374
25R_Day7_16	-0.004254855	1.16E-05	0.000417018	0.003074623	0.003745586	-0.00085202	-0.002375529	0.003261635	-0.002357093	-0.004517213
25R_Day7_17	-0.087742504	-0.014474832	0.047867402	0.055634591	0.056771693	0.035831833	-0.033642792	-0.053503725	-0.015544552	-0.040184591
25R_Day7_1	0.00201913	0.0004424	0.001899551	0.000963046	-1.69E-05	-0.000127561	-0.000329841	0.000187811	-0.000226357	0.000245166
25R_Day7_20	0.002321487	0.00103221	0.001405829	0.000685546	0.00024094	0.000317641	-0.000199669	-5.96E-07	-0.000582083	0.000254482
25R_Day7_21	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
25R_Day7_22	0.00168777	0.000803564	0.001409409	0.000903879	6.99E-05	0.000144935	-0.00027047	0.000457538	-0.000351687	0.00020204
25R_Day7_23	0.001483953	0.001005677	0.001452404	0.000769308	-1.68E-05	7.95E-05	-0.000295378	0.000230785	-0.000238113	0.000386188
25R_Day7_24	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
25R_Day7_2	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
25R_Day7_3	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
25R_Day7_4	0.001189571	0.000629053	0.001625392	0.001135771	0.000374196	0.000362667	-3.08E-05	0.000185897	-0.000574733	0.000196125
25R_Day7_5	0.001842215	0.000501872	0.001882403	0.000920805	-8.69E-05	9.24E-05	-0.000352901	0.000125572	-0.000153521	0.000151773
25R_Day7_6	-0.00232602	-0.002436204	0.003034529	0.000177091	-0.001387101	-0.001788986	0.00244759	-0.003046366	-0.000459209	-0.002212221
25R_Day7_7	0.000783126	0.001234814	0.001537403	0.001222704	0.000417044	0.001314127	-0.000500422	-0.000269719	0.000126738	-0.000212646
25R_Day7_8	0.001128825	0.001122655	0.001387894	0.000919198	0.000470749	0.000543498	-0.000629673	0.000665949	-8.68E-05	-0.000673873
25R_Day7_9	0.002279698	0.001392683	0.001187886	0.000631235	0.00037062	0.000159515	-0.000265631	6.86E-05	-0.000440684	0.000328228
25R_Month6_1	0.001709826	0.001023838	0.00160746	0.000873402	0.000144736	-3.21E-05	-0.000163039	0.00026952	-0.000254968	0.000590258
26B_Day7_10	-0.002093444	0.005778926	0.0026592	0.004568478	-0.004804623	-0.013859725	0.006376423	-0.006671574	0.006471616	-0.017380591
26B_Day7_11	0.002321487	0.00103221	0.001405829	0.000685546	0.00024094	0.000317641	-0.000199669	-5.96E-07	-0.000582083	0.000254482
26B_Day7_12	-0.007362169	-0.009632323	-0.000712415	0.000377471	-0.012760108	0.013384627	-0.007169381	-0.006989134	0.001457645	-0.014444376
26B_Day7_13	0.001870654	0.000747107	0.001492125	0.000770625	0.000569114	0.00057798	-0.000135272	-0.000180034	-0.000312271	-3.45E-05
26B_Day7_14	0.001709826	0.001023838	0.00160746	0.000873402	0.000144736	-3.21E-05	-0.000163039	0.00026952	-0.000254968	0.000590258
26B_Day7_1	0.014649788	0.031118449	0.007369988	0.007361	-0.007896454	0.012298658	0.025850862	0.038319074	-0.024177439	-0.002755977
26B_Day7_20	-0.017633961	-0.00310126	-0.001752714	-0.000132643	0.001245881	-0.002493751	0.005460537	0.001758327	0.003233522	-0.001431033
26B_Day7_22	-0.018156929	-0.007367561	0.00657728	0.00465057	-0.002514687	0.002211748	0.00130478	0.001429581	0.002354022	0.001426737
26B_Day7_24	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
26B_Day7_2	0.001976798	0.000804002	0.001680529	0.000908351	0.000112484	-0.000286167	-0.00039594	0.000258037	-8.47E-05	0.000319691
26B_Day7_3	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
26B_Day7_4	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
26B_Day7_5	-0.003269758	0.000845953	0.013688417	0.00521407	-0.005554088	-0.008859779	0.010662235	0.005548041	-0.009751404	-3.33E-05
26B_Day7_6	-0.002939382	-0.014955848	0.007443642	0.005955899	-0.002428447	-0.008537531	0.01016104	-0.011660445	0.006726221	0.00672405
26B_Day7_7	0.002840255	0.014170559	0.005500434	-0.00073555	0.00941372	-0.000412771	-0.013598594	0.001357601	0.005361161	-2.36E-05
26B_Day7_9	0.001296171	0.000735477	0.000927344	0.000554247	0.000462793	0.000328871	-0.000359157	0.000375379	-0.00041746	-0.000256774
26B_Month3_10	0.001477131	0.00056419	0.001533577	0.000761191	-0.00023824	0.000128589	-0.000338439	0.00018474	-0.000433863	0.000200338
26B_Month3_11	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
26B_Month3_12	-0.037922441	0.011735767	-0.014055896	-0.003887174	-0.001257962	-0.000503116	-0.000727755	0.001965611	-0.000216034	0.001377694
26B_Month3_13	0.00206872	0.00052065	0.00203769	0.001025682	7.47E-05	-1.85E-05	-0.000220494	0.000163861	-0.000171439	0.000355879
26B_Month3_14	0.001146278	0.000681761	0.001508644	0.000974838	0.000604283	0.000804311	-7.60E-05	-0.00035266	-0.000558975	9.97E-05
26B_Month3_15	0.001888969	0.001239661	0.000916994	0.000765656	0.000980813	0.000612581	-0.000223346	-8.98E-05	-0.000631073	4.02E-05
26B_Month3_16	0.002279698	0.001392683	0.001187886	0.000631235	0.00037062	0.000159515	-0.000265631	6.86E-05	-0.000440684	0.000328228
26B_Month3_17	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
26B_Month3_18	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
26B_Month3_19	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
26B_Month3_1	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
26B_Month3_20	0.00206872	0.00052065	0.00203769	0.001025682	7.47E-05	-1.85E-05	-0.000220494	0.000163861	-0.000171439	0.000355879
26B_Month3_21	0.001661134	0.000944691	0.001469694	0.000811191	5.30E-05	-0.000141452	-0.000272571	0.000293391	-0.000309582	0.000479295
26B_Month3_22	0.002124313	0.001079434	0.001944299	0.001043371	0.000283064	0.000302089	-0.000236143	-0.000135784	-0.000460148	0.000362577
26B_Month3_24	0.000621251	0.000567059	0.001979677	0.00124555	0.000693208	0.000633643	0.000214688	-5.27E-05	-0.00019022	0.00032146
26B_Month3_2	0.00201913	0.0004424	0.001899551	0.000963046	-1.69E-05	-0.000127561	-0.000329841	0.000187811	-0.000226357	0.000245166
26B_Month3_3	0.001661134	0.000944691	0.001469694	0.000811191	5.30E-05	-0.000141452	-0.000272571	0.000293391	-0.000309582	0.000479295
