	Axis1_7.01	Axis2_2.88	Axis3_2.11	Axis4_1.76	Axis5_1.46	Axis6_1.39	Axis7_1.31	Axis8_1.27	Axis9_1.25	Axis10_1.23
23LL_Month3_7	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
23LL_Month3_8	0.004024654	-0.003757572	-0.002321191	0.000945989	-0.000572794	0.001888475	-0.00204971	0.002863524	-0.000949824	0.001542873
23LL_Month3_9	0.013120265	0.014894538	-0.00656402	0.004914599	0.016238736	-0.018818207	-0.009147473	-0.00947378	-0.021379927	3.55E-05
23N_Day7_10	0.000511962	0.000451875	0.001513524	0.001195214	0.000432319	0.00063095	-0.000146498	0.000107117	-0.000327431	4.71E-05
23N_Day7_11	-0.041562034	0.011940235	-0.015427789	-0.004817655	-0.001726733	-0.00096532	-0.00056591	0.002716681	-0.000600366	0.001854528
23N_Day7_12	-0.043614351	0.012858259	-0.015618023	-0.005012434	-0.001592656	-0.0008632	-0.000773272	0.002749038	-0.00053208	0.002278872
23N_Day7_13	-0.004159988	0.009387721	0.009243124	0.002852867	0.002937171	0.003472311	0.005361607	0.001401041	0.004393667	-0.004948473
23N_Day7_14	0.022326233	0.013772497	-0.020274895	-0.008620346	-0.005961666	0.01963284	-0.00409166	0.022046485	-0.008163996	-0.000519476
23N_Day7_15	-0.045540164	0.008438259	0.016710453	0.014150577	0.004527995	0.011558023	-0.002090353	0.001290484	0.006140281	-0.014223658
23N_Day7_16	-0.01963183	0.00869141	0.010249041	0.001286856	0.007394808	-0.003146125	0.004394746	0.004750639	-0.000412124	0.001217839
23N_Day7_17	-0.002254124	-0.00215192	0.011066285	-0.003969562	0.000807747	-0.005892604	0.001287254	7.06E-05	0.002516273	-0.004934165
23N_Day7_18	-0.000274726	0.006483825	0.00690102	0.008668033	-0.015367226	-0.00495934	0.018115502	0.002136999	0.0140434	-0.012280959
23N_Day7_19	0.002494897	-0.02052074	-0.007594001	0.007484914	0.00468515	-0.001672411	-0.003247419	0.000225098	0.005435106	0.008482949
23N_Day7_1	0.001923218	0.000847481	0.00143092	0.000748141	0.000458818	0.000576172	-0.000176719	-0.000159068	-0.000504384	-2.36E-05
23N_Day7_20	0.001923218	0.000847481	0.00143092	0.000748141	0.000458818	0.000576172	-0.000176719	-0.000159068	-0.000504384	-2.36E-05
23N_Day7_21	-0.002412932	-0.033300156	-0.013104753	-0.012980818	-0.011818904	0.000838208	-0.005397703	-0.005195778	-0.007952689	0.003589657
23N_Day7_22	-0.008536521	0.010713322	0.002769648	0.004576336	-0.000763776	0.003765143	0.002787433	-0.005494223	-0.002678948	0.005069236
23N_Day7_23	0.004826754	0.004490084	0.006995584	0.009808337	0.007300854	-0.007246397	0.003834269	0.000665261	0.006367533	0.006653171
23N_Day7_24	0.008305776	-0.020726892	0.005614704	-0.020456849	-0.01263075	0.013064461	-0.010930149	0.010856658	0.005611794	-0.014906056
23N_Day7_2	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
23N_Day7_3	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
23N_Day7_4	0.001971519	0.000926497	0.001567815	0.00081098	0.000550031	0.00068537	-6.74E-05	-0.000182942	-0.000449857	8.71E-05
23N_Day7_5	0.001923218	0.000847481	0.00143092	0.000748141	0.000458818	0.000576172	-0.000176719	-0.000159068	-0.000504384	-2.36E-05
23N_Day7_6	0.001771712	0.00071372	0.001613004	0.000836506	0.000463627	0.000650649	-0.000206384	-0.000101865	-0.000558549	-1.38E-05
23N_Day7_7	0.001971519	0.000926497	0.001567815	0.00081098	0.000550031	0.00068537	-6.74E-05	-0.000182942	-0.000449857	8.71E-05
23N_Day7_8	0.001573121	0.000709991	0.001486864	0.000954201	0.000706638	0.000713692	-0.000113153	-0.000274136	-0.000431699	8.68E-05
23N_Day7_9	0.001923218	0.000847481	0.00143092	0.000748141	0.000458818	0.000576172	-0.000176719	-0.000159068	-0.000504384	-2.36E-05
23N_Month3_10	0.001828907	0.001170524	0.000688234	0.000451186	0.000158361	-0.000387263	-0.000469253	0.000447115	-0.000433462	0.000135193
23N_Month3_11	0.001934001	0.000857067	0.001696962	0.000774632	0.000151346	0.000131054	-0.000257142	0.00012019	-0.000733956	0.000234094
23N_Month3_12	0.005537549	0.017223654	-0.012570988	-0.014993359	-8.77E-05	-0.021809899	0.01393964	-0.024066556	-0.017950407	-0.011247592
23N_Month3_13	0.042286789	0.020212437	-0.013893504	-0.013745218	0.008879654	-0.016699089	0.000710852	-0.017981583	-0.013758573	0.006841847
23N_Month3_14	0.034174062	0.002705272	0.011220566	0.002748894	0.005360687	-0.005724821	0.000677297	0.024417582	0.027121431	-0.000152729
23N_Month3_15	0.001121704	-1.87E-05	0.002219667	0.001523661	0.000336851	0.000190707	-0.000116407	0.000294291	-0.000607632	0.000627948
23N_Month3_16	0.001121704	-1.87E-05	0.002219667	0.001523661	0.000336851	0.000190707	-0.000116407	0.000294291	-0.000607632	0.000627948
23N_Month3_17	0.008943267	0.015162029	-0.002525969	0.012721976	6.79E-05	0.011386355	-0.000848478	0.001331345	-0.009405943	0.005529676
23N_Month3_18	0.02740856	-0.007940747	-0.012574753	-0.006102151	-0.008205206	0.005616006	0.003471946	-0.014813791	0.020596625	0.002117003
23N_Month3_19	0.015291825	0.004701903	0.010925599	0.009403708	-0.023944684	-0.020738214	0.032976532	0.018193214	-0.003415875	-0.014627467
23N_Month3_1	0.001077764	0.000346689	0.00199688	0.001468398	0.000466993	3.12E-05	-0.000183208	0.0003656	-0.000465489	0.000703399
23N_Month3_20	0.00464898	-0.017069844	0.008643372	0.008745372	-0.008574605	-0.00239462	0.019184198	0.003061174	0.005245095	0.003644337
23N_Month3_21	0.061220013	-0.003251116	-0.042964165	0.014502829	0.045922157	0.05798657	0.030700332	0.009134041	0.041964097	0.045543364
23N_Month3_22	0.026344819	0.009926107	-0.004549917	-0.000845077	-0.009904908	-0.002095245	0.003086862	-0.001165282	0.016062728	0.011753621
23N_Month3_23	-0.011839815	0.001975569	0.011632961	0.003554029	0.002253554	0.002826095	-0.003036133	0.000212886	0.003484387	0.001547503
23N_Month3_24	0.032815248	0.028311983	0.007977002	-0.005113076	0.004839581	0.003038606	0.010815672	-0.012906223	-0.011193705	-0.015815534
23N_Month3_2	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
23N_Month3_3	0.001585721	0.000400941	0.001279985	0.001116164	0.001005926	0.00035993	-0.000272533	0.000208654	-0.000785201	-0.000102146
23N_Month3_4	0.002308464	0.001204208	0.000941259	0.000770883	0.000252561	2.09E-05	-0.000673115	0.000299293	-0.00067129	-9.39E-05
23N_Month3_5	0.010373505	-0.050113632	-0.005525194	-0.025918714	0.041232562	0.00051771	-0.002495652	0.012166602	-0.002750398	0.004151774
23N_Month3_6	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
23N_Month3_7	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
23N_Month3_8	0.002441991	0.000935906	0.002156772	0.001141342	0.000342508	0.000156763	-0.00035943	-0.00017102	-0.000233445	0.000202426
23N_Month3_9	0.00206872	0.00052065	0.00203769	0.001025682	7.47E-05	-1.85E-05	-0.000220494	0.000163861	-0.000171439	0.000355879
23N_Month6_10	0.003394759	-0.001699585	-0.001143435	0.000723423	-0.000252818	0.00104928	-0.00143358	0.001767791	-0.00101265	0.000839646
23N_Month6_11	0.00359121	-0.001531608	-0.00010058	0.00109229	7.35E-05	0.000805264	-0.001252118	0.001593751	-0.000760935	0.000964822
23N_Month6_12	0.002881992	-0.001221608	-0.000511694	0.00099774	0.000550698	0.001052462	-0.001055636	0.001547619	-0.000992159	0.000749432
23N_Month6_13	0.001704621	0.001268754	0.001195186	0.000651162	0.000520144	0.000639528	-0.000265777	-0.000153415	-0.000291008	-4.49E-05
23N_Month6_14	0.003179564	-0.001180424	-0.000497298	0.000817423	0.000413321	0.000916574	-0.001076968	0.001640657	-0.000873883	0.000627591
23N_Month6_15	0.00322124	-0.001464991	-0.000457691	0.000933665	-7.64E-05	0.000839597	-0.001237483	0.001655381	-0.001043894	0.001017452
23N_Month6_16	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
23N_Month6_17	0.002232557	-0.001732124	-0.000430213	0.00124136	0.000236299	0.000960109	-0.000906113	0.001950105	-0.000977983	0.00094212
23N_Month6_18	-0.049358614	0.012660744	-0.017222914	-0.00599196	-0.002049516	-0.001244642	-0.001156169	0.003108335	-0.000940401	0.003168218
23N_Month6_19	0.001602955	-0.002004906	-0.000188798	0.001370145	0.000249282	0.001127624	-0.000860244	0.001916672	-0.000966624	0.000958405
23N_Month6_1	0.003066759	-0.001914897	-0.00013455	0.001075816	-0.000156154	0.000468869	-0.001204404	0.001949022	-0.000628848	0.000988419
23N_Month6_20	0.002910572	-0.001610051	-0.000559894	0.000870346	0.000429784	0.001173081	-0.001004903	0.00157754	-0.000712943	0.000700869
23N_Month6_21	0.003119198	-0.001839005	6.79E-06	0.001138374	-6.27E-05	0.000578851	-0.001095807	0.001926021	-0.000573686	0.001099287
23N_Month6_22	0.00286769	-0.001622407	-0.000307682	0.000970408	0.000502613	0.001311326	-0.000641081	0.00163199	-0.000571775	0.000862185
23N_Month6_23	0.0035458	-0.001169468	-0.000328059	0.001035988	0.000201818	0.000646023	-0.001320083	0.001664839	-0.000617879	0.001039546
23N_Month6_24	0.002961929	-0.001533419	-0.000419487	0.000933304	0.000523052	0.001283346	-0.000896278	0.00155455	-0.00065808	0.000811856
23N_Month6_2	0.003852806	-0.000774661	-0.000523602	0.000798389	0.000381549	0.000354108	-0.001290792	0.001830114	-0.000579731	0.000818105
23N_Month6_3	0.002015594	-0.00181002	2.64E-05	0.001204844	-6.92E-05	0.000510847	-0.001146851	0.002150558	-0.000679913	0.001285652
23N_Month6_4	0.003273601	-0.001389016	-0.000316181	0.000996233	1.70E-05	0.000949828	-0.001128874	0.001632482	-0.000989218	0.00112845
23N_Month6_5	0.002703825	-0.001423197	-0.000539683	0.001193782	0.000371522	0.00118692	-0.001062942	0.00161647	-0.001165363	0.000806841
23N_Month6_6	0.003119198	-0.001839005	6.79E-06	0.001138374	-6.27E-05	0.000578851	-0.001095807	0.001926021	-0.000573686	0.001099287
23N_Month6_7	0.003179564	-0.001180424	-0.000497298	0.000817423	0.000413321	0.000916574	-0.001076968	0.001640657	-0.000873883	0.000627591
23N_Month6_8	0.001284621	0.000340942	0.002102567	0.001275671	0.000168149	0.000204766	1.18E-05	0.00037477	-0.000372233	0.000342999
23N_Month6_9	0.002910572	-0.001610051	-0.000559894	0.000870346	0.000429784	0.001173081	-0.001004903	0.00157754	-0.000712943	0.000700869
23R_Day7_10	0.001866253	0.000772387	0.001053244	0.000610862	0.000721645	0.000208569	4.08E-05	0.000327611	-0.000167327	-1.31E-05
23R_Day7_11	0.001976798	0.000804002	0.001680529	0.000908351	0.000112484	-0.000286167	-0.00039594	0.000258037	-8.47E-05	0.000319691
23R_Day7_12	0.00238602	0.001180221	0.000879619	0.000538494	0.00074623	0.000433284	-0.000157958	2.09E-05	-0.000545263	-0.000133684
23R_Day7_13	0.00136357	0.001029844	0.000863335	0.000745924	0.000898285	0.000595397	-0.000254036	-0.000165289	-0.000619864	-7.03E-05
23R_Day7_14	0.00847652	0.022572028	0.013183246	0.007793586	0.00679646	-0.013088547	-0.002394392	-0.014194353	-0.009624778	0.001843614
23R_Day7_15	-0.04362205	0.012468568	-0.015691219	-0.005377575	-0.001627512	-0.000755915	-0.001010219	0.003026498	-0.000335307	0.00195134
23R_Day7_16	0.001923218	0.000847481	0.00143092	0.000748141	0.000458818	0.000576172	-0.000176719	-0.000159068	-0.000504384	-2.36E-05
23R_Day7_17	-0.045449786	0.013429334	-0.016806261	-0.005948334	-0.001394211	-0.000241881	-0.00050489	0.001536486	0.000166148	0.002203507
23R_Day7_18	-0.048974947	0.009313446	-0.015719377	-0.007609682	-0.00315426	-0.003202935	0.003562863	-0.002999068	0.00035304	-0.001212883
23R_Day7_19	0.001083802	0.008207511	0.002759349	-0.003878668	-0.011956614	-0.024472688	0.01022835	0.000337109	-0.027530473	-0.000942442
23R_Day7_1	0.001477131	0.00056419	0.001533577	0.000761191	-0.00023824	0.000128589	-0.000338439	0.00018474	-0.000433863	0.000200338
23R_Day7_20	0.017557865	0.008779323	-0.00245128	0.008157362	-0.008402313	0.008595091	0.016289238	0.035046469	-0.020395409	0.008137631
23R_Day7_21	0.043280424	0.026363646	-0.031222441	-0.018403792	-0.019875842	0.009615141	0.005755663	0.007734344	-0.005275702	-0.014023555
23R_Day7_22	-0.046529535	0.012299537	-0.013297219	-0.005656893	0.001412971	0.000400236	7.00E-05	0.002348377	0.002241485	0.001952866
23R_Day7_23	0.001848441	0.001491967	0.001448732	0.000998136	0.000735063	0.000627577	-0.000573524	0.000127278	0.000118469	-0.000769079
23R_Day7_24	-0.043884623	0.011840473	-0.012979675	-0.005257217	0.001370451	0.000288159	-0.000460304	0.002160561	0.002660167	0.001718205
23R_Day7_2	0.000999255	0.000524778	0.001815996	0.001140888	0.000198134	0.000310095	9.06E-06	0.000246755	-0.000432643	0.000497188
23R_Day7_3	0.001477131	0.00056419	0.001533577	0.000761191	-0.00023824	0.000128589	-0.000338439	0.00018474	-0.000433863	0.000200338
23R_Day7_4	-0.043652465	0.011491655	-0.012313785	-0.004834518	0.001544925	0.000403777	-0.000664941	0.002203642	0.002686762	0.001598392
23R_Day7_5	0.001104842	0.001043821	0.001289778	0.000920442	0.000734662	0.000645921	-0.000142165	-0.000283045	-0.000417173	0.000173254
23R_Day7_6	0.002273033	0.000953718	0.001268755	0.000623196	0.000149812	0.000208609	-0.000308976	2.32E-05	-0.000636558	0.000143703
23R_Day7_7	0.001971519	0.000926497	0.001567815	0.00081098	0.000550031	0.00068537	-6.74E-05	-0.000182942	-0.000449857	8.71E-05
23R_Day7_8	-0.044383519	0.013368171	-0.016886805	-0.005777796	-0.001279743	0.000146924	-0.000655027	0.000942334	0.000384798	0.00175087
23R_Day7_9	0.001842215	0.000501872	0.001882403	0.000920805	-8.69E-05	9.24E-05	-0.000352901	0.000125572	-0.000153521	0.000151773
23R_Month3_1	0.001440911	-0.000163037	0.002434083	0.001621887	0.000395123	4.41E-05	-0.000240592	0.00025858	-0.000379523	0.000467025
23R_Month3_2	0.001027126	0.000267592	0.001856226	0.001405228	0.00037359	-7.92E-05	-0.000293043	0.000389675	-0.000519915	0.000592195
23R_Month3_3	-0.01045505	0.000111024	0.013930224	0.00143925	0.001314577	-0.006512075	-6.89E-05	-0.005747517	0.005658451	-0.000780742
23R_Month3_4	0.000893012	-3.57E-05	0.002059084	0.001417216	0.000174477	0.000302184	-0.000248855	0.000255203	-0.000591117	0.00042346
23R_Month6_10	-0.042320003	0.012248892	-0.01630383	-0.004641311	-0.001301575	-0.000686767	-0.000993447	0.002426176	-0.001127949	0.002362698
23R_Month6_11	-0.000158255	0.000196773	0.002303456	0.001885447	0.000924121	0.000403088	0.000109143	0.000337938	-0.000530118	0.000549621
23R_Month6_12	0.001650475	0.000111064	0.001737677	0.001215361	0.000365735	0.000262394	-0.000761439	-5.08E-05	-0.000664948	0.000287197
23R_Month6_13	0.001070674	-9.74E-05	0.002078924	0.001460295	0.000243589	8.04E-05	-0.00022618	0.0003184	-0.000662037	0.000516842
23R_Month6_14	-0.002080579	-0.00356792	0.004280274	0.000804007	-0.000606336	-0.001613983	0.002788048	-0.003563145	-0.000396121	-0.002191768
23R_Month6_15	0.000990358	2.62E-05	0.001747485	0.001218643	0.000264985	0.000265936	-0.000192134	0.00038375	-0.00058701	0.000290788
23R_Month6_16	0.000649237	0.000234907	0.001977112	0.001726578	0.000815762	0.000341915	-0.000263446	0.000253543	-0.000342578	0.000128996
23R_Month6_17	0.000223158	-0.000383285	0.002533018	0.001948207	0.000786767	0.000337427	1.03E-05	0.00028742	-0.000381902	8.74E-05
23R_Month6_1	0.000959884	-0.000102567	0.002343396	0.001592415	0.000379369	0.000197062	-0.000123484	0.000340389	-0.000633484	0.00067086
23R_Month6_2	0.001044362	-1.97E-05	0.002252198	0.00153571	0.000337514	0.000215963	-0.000292897	0.000205228	-0.000673946	0.001031252
23R_Month6_3	0.001070674	-9.74E-05	0.002078924	0.001460295	0.000243589	8.04E-05	-0.00022618	0.0003184	-0.000662037	0.000516842
23R_Month6_4	0.001426774	0.000369908	0.002000222	0.00164896	0.000435998	0.000474447	-0.000507329	9.17E-05	-0.000752738	0.000311603
23R_Month6_5	0.00206872	0.00052065	0.00203769	0.001025682	7.47E-05	-1.85E-05	-0.000220494	0.000163861	-0.000171439	0.000355879
23R_Month6_6	0.001001523	-9.76E-05	0.002001622	0.001341417	0.000357164	9.42E-06	-6.54E-05	0.00058634	-0.00054921	0.000322398
23R_Month6_7	0.001373224	0.000508423	0.001897638	0.001258116	0.00060778	0.000423359	-0.000269241	-0.000121804	-0.00054532	0.000169134
23R_Month6_8	0.001070674	-9.74E-05	0.002078924	0.001460295	0.000243589	8.04E-05	-0.00022618	0.0003184	-0.000662037	0.000516842
23R_Month6_9	0.001396421	0.000202096	0.002210762	0.001566222	0.00052521	-0.000115282	-0.000307201	0.000329897	-0.000237049	0.000542495
24B_Day7_10	0.001881906	0.001208055	0.001213145	0.000693728	0.000588543	0.000418045	-0.000242645	-8.98E-05	-0.000362955	4.96E-05
24B_Day7_11	0.005483327	-0.027734322	-0.012822287	0.008889583	-0.000953049	-0.005944846	-0.000740691	0.007058622	-9.85E-05	-0.003225966
24B_Day7_12	-0.051639226	0.003529004	-0.014344716	-0.00570301	-0.005617147	-0.002549677	0.004564871	-0.000721278	0.00047879	0.000361587
24B_Day7_13	0.001485632	0.001075982	0.001345825	0.000897207	0.000467384	0.000454182	-0.000438594	0.000463585	0.00017326	-0.000610917
24B_Day7_14	0.000277531	0.000728512	0.000899975	0.000952173	0.000264318	0.000341293	-0.000709508	0.000318222	-0.00033485	9.97E-05
24B_Day7_15	0.001158872	0.001632508	0.000890372	0.000886422	0.000374172	0.000713975	-0.001004883	0.000221985	-0.000476564	-0.000310599
24B_Day7_16	0.001331734	0.001272274	0.001044178	0.000604286	0.000622416	0.000982256	-0.000412739	-3.10E-05	-5.24E-05	-0.000421883
24B_Day7_17	-0.043553427	0.011850711	-0.013134549	-0.005100405	0.001512369	0.000780592	-0.000393025	0.00170867	0.002485504	0.002052073
24B_Day7_18	0.001174918	0.001221349	0.001045086	0.000581509	0.000529876	0.001027621	-0.000517155	0.00018777	-0.00034674	-0.000538617
24B_Day7_19	0.001415799	0.000888782	0.001086967	0.000685959	0.000324358	0.000220174	-0.000454775	0.000364172	0.000136401	-0.00057334
24B_Day7_1	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
24B_Day7_20	0.001686567	0.000977607	0.00130557	0.000853403	0.000370585	0.000409572	-0.000351466	0.000480538	0.000139758	-0.00066425
24B_Day7_21	0.00108561	0.001256328	0.000817531	0.001044078	0.000101919	0.000406941	-0.000799615	0.000497454	-1.99E-05	-0.000352495
24B_Day7_22	-0.045032174	0.011652584	-0.012619881	-0.005412798	0.001066326	0.000608571	-0.000476145	0.001696032	0.002672534	0.002597494
24B_Day7_23	-0.000196002	0.000862624	0.001659714	0.001356874	0.000949197	0.000509672	-0.000429524	0.000321793	-0.000342708	7.86E-05
24B_Day7_24	0.001331734	0.001272274	0.001044178	0.000604286	0.000622416	0.000982256	-0.000412739	-3.10E-05	-5.24E-05	-0.000421883
24B_Day7_2	0.002170754	0.000898246	0.001588932	0.000774546	0.000245764	0.000391704	-0.000229349	5.66E-05	-0.00063647	0.000264703
24B_Day7_3	0.000993975	0.00170941	0.000780999	0.001054638	0.000338387	0.000768089	-0.001234871	0.000350928	-0.000431625	-0.000496775
24B_Day7_4	-0.003283608	-0.002193793	0.003877473	0.000875498	-0.000145201	-0.001516052	0.002242842	-0.002667203	-0.000749718	-0.002819697
24B_Day7_5	0.004685525	-0.021984226	-0.018026467	0.004926241	0.006240197	0.007012115	0.000664952	0.002356227	-0.000765366	0.006635101
24B_Day7_6	0.001525836	0.000643155	0.001671419	0.000823435	-0.000146304	0.000238096	-0.000228874	0.000160532	-0.000379505	0.000311374
24B_Day7_7	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
24B_Day7_9	-0.003016746	-0.005230271	0.003344198	0.004258582	-0.006367886	0.010322596	-0.003554036	-0.011053811	0.002355078	-0.018999028
24L_Day7_10	-0.005159948	-0.036326514	-0.019638131	0.016265107	0.019667674	-0.00332228	0.00901962	-0.01042129	-0.006234684	-0.001659652
24L_Day7_11	0.002499847	-0.029185815	-0.004310039	0.007152141	-0.002118232	-0.004546919	-0.019451834	-0.00225427	-0.001782665	0.005494159
24L_Day7_12	0.001035254	0.00128709	0.001595975	0.001237342	0.000780075	0.000472532	-0.000158136	-0.000178904	-0.000432533	0.000120646
24L_Day7_13	-0.041952574	0.012375798	-0.015472114	-0.005044543	-0.001525728	-0.001028661	-0.000651629	0.002538817	-0.00079337	0.002199717
24L_Day7_14	0.001604022	0.001088798	0.001117889	0.000610543	0.000538613	0.000531519	-0.000333817	-0.000150215	-0.000152475	-0.000166845
24L_Day7_15	0.002575993	0.001501417	0.001055535	0.000518816	0.000905821	7.33E-05	-0.000161822	5.12E-05	-0.000556717	-0.000138134
24L_Day7_16	0.001329962	0.001023962	0.001348079	0.000875561	0.000374159	0.000499089	-0.000542459	0.000682979	-0.000120216	-0.000726945
24L_Day7_17	0.001474006	0.000676778	0.001607789	0.001020182	0.000601086	0.000786517	-0.000183974	-0.000195886	-0.000678517	0.000107774
24L_Day7_18	0.001570022	0.000867439	0.000856991	0.000473395	0.000331287	0.000290925	-0.000186015	0.000432704	-0.000308509	-0.000286523
24L_Day7_19	0.001105694	0.001014839	0.00126401	0.000770883	0.000418543	0.000417931	-0.000536402	0.000541898	-6.84E-05	-0.000524014
24L_Day7_1	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
24L_Day7_20	-0.00034199	-0.002611433	0.003113601	-3.00E-05	-0.000763832	-0.001717525	0.002757289	-0.003445357	-0.000621867	-0.002347378
24L_Day7_21	-0.000706915	-0.002319901	0.003166235	9.69E-05	-0.000470375	-0.002032367	0.002596864	-0.003532028	-0.000768	-0.00230658
24L_Day7_22	0.001146496	0.000943416	0.000746103	0.000411909	0.000268922	0.0004477	-0.000405896	0.000377834	-0.000257803	-0.000440789
24L_Day7_23	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
24L_Day7_24	0.001250173	0.001179343	0.00092561	0.000876054	0.000137007	0.000353335	-0.000569526	0.000367919	-6.45E-05	-0.000166486
24L_Day7_2	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
24L_Day7_3	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
24L_Day7_4	0.001214506	0.001204857	0.001156398	0.000897027	0.000699096	0.00053047	-0.000126339	-0.000282892	-0.000573509	0.00015493
24L_Day7_5	0.000757759	0.00058099	0.001845498	0.001241777	0.000474174	0.000564223	0.000157603	6.41E-05	-0.000455728	0.00031032
24L_Day7_6	0.001374673	0.000509641	0.001854355	0.000912826	-0.00014196	0.000311837	-0.000258624	0.000218328	-0.00043401	0.000322512
24L_Day7_7	0.001625866	0.000810307	0.001426503	0.000932078	0.000596084	0.000711828	-0.000154625	-0.000253109	-0.000624058	9.76E-05
24L_Day7_8	0.001237999	0.000708469	0.001762993	0.001198219	0.000466094	0.000471935	7.86E-05	0.000162145	-0.00052016	0.00030706
24L_Day7_9	-0.0022169	-0.007016799	0.003747691	-0.008067552	-0.002843465	-0.001202261	-0.007732598	-0.003117839	-0.010503205	-0.00337758
24N_Day7_10	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
24N_Day7_11	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
24N_Day7_12	0.002231638	0.001313774	0.001050902	0.000569082	0.000279349	5.04E-05	-0.000375001	9.23E-05	-0.00049518	0.000217349
24N_Day7_13	-0.044505451	0.013336673	-0.016345801	-0.005566813	-0.001083229	9.76E-05	-0.000792391	0.001004339	0.000187862	0.001885534
24N_Day7_14	0.002099232	0.000909448	0.001640945	0.001067142	0.000711831	0.000560424	-0.000152153	-0.00031068	-0.000498836	2.94E-05
24N_Day7_15	-0.002001345	-0.002590641	0.002963242	0.000468427	-0.001429274	-0.001723761	0.001955515	-0.003016771	6.00E-05	-0.002618048
24N_Day7_16	0.001177668	0.001196709	0.001235479	0.000705682	0.000483673	0.000216932	-0.000396184	-0.000231494	-0.000842976	0.000223151
24N_Day7_17	0.001955041	0.001704864	0.001084987	0.000639574	0.0002654	-0.000261663	-0.00065668	0.000356151	-0.000334114	-6.23E-05
24N_Day7_18	-0.004539644	0.001821389	-0.000687677	-0.000141382	0.000728667	0.00078448	0.000846012	0.000926037	0.000495908	0.000500176
24N_Day7_19	0.001923218	0.000847481	0.00143092	0.000748141	0.000458818	0.000576172	-0.000176719	-0.000159068	-0.000504384	-2.36E-05
24N_Day7_1	0.00205056	0.000830833	0.001503295	0.001004389	0.000620202	0.000451463	-0.000261369	-0.000287052	-0.000553545	-8.12E-05
24N_Day7_20	-0.044841614	0.013120664	-0.016253309	-0.005734106	-0.001189922	-0.000467167	-0.000545095	0.001271176	0.000416289	0.002166591
24N_Day7_21	0.001185367	0.001089132	0.000843865	0.000701593	0.000829922	0.000816597	-0.000277221	-0.000229112	-0.000547763	-0.000166137
24N_Day7_22	-0.003345872	0.001823555	-0.001160824	-0.000450904	0.000558011	0.000259407	0.000671183	0.001299181	0.000434805	-3.38E-05
24N_Day7_24	-0.041255204	0.012044911	-0.015298136	-0.004806032	-0.001534454	-0.000861838	-0.000741288	0.00248086	-0.000596251	0.00190177
24N_Day7_2	-0.004029417	-0.002195163	0.002874975	0.000129026	-0.001043404	0.001043461	0.00487225	-0.003675195	0.000388385	-0.00305382
24N_Day7_3	0.002441991	0.000935906	0.002156772	0.001141342	0.000342508	0.000156763	-0.00035943	-0.00017102	-0.000233445	0.000202426
24N_Day7_4	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
24N_Day7_5	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
24N_Day7_6	0.001189571	0.000629053	0.001625392	0.001135771	0.000374196	0.000362667	-3.08E-05	0.000185897	-0.000574733	0.000196125
24N_Day7_7	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
24N_Day7_9	0.001661134	0.000944691	0.001469694	0.000811191	5.30E-05	-0.000141452	-0.000272571	0.000293391	-0.000309582	0.000479295
