feature-id	short-id	qiita_sample_name	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	host_age	host_age_units	host_subject_id	isolate_number	mouse_dob	mouse_id	sex	tube_id	mouse	dam	sire	date_collected	plate
43L_Month6_3_S595_AZ51_mut	43L_Month6_3	12986.43L.Month6.3	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43L	3	7/3/17	43L	male	43L_Month6_3	43L	B1	B	3/13/18	18
44N_Month1_10_S1885_AZ51_mut	44N_Month1_10	12986.44N.Month1.10	44	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	44N	10	7/3/17	44N	female	44N_Month1_10	44N	A2	A	10/17/17	23
46N_Day7_19_S1384_AZ51_mut	46N_Day7_19	12986.46N.Day7.19	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46N	19	7/3/17	46N	female	46N_Day7_19	46N	B1	B	9/20/17	8
41LL_Month3_12_S1517_AZ51_mut	41LL_Month3_12	12986.41LL.Month3.12	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41LL	12	7/6/17	41LL	male	41LL_Month3_12	41LL	A1	A	12/12/17	10
41R_Day3_22_S460_AZ51_mut	41R_Day3_22	12986.41R.Day3.22	41	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	41R	22	7/6/17	41R	male	41R_Day3_22	41R	A1	A	9/16/17	24
44N_Month1_2_S1821_AZ51_mut	44N_Month1_2	12986.44N.Month1.2	44	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	44N	2	7/3/17	44N	female	44N_Month1_2	44N	A2	A	10/17/17	23
41N_Month1_2_S1817_AZ51_mut	41N_Month1_2	12986.41N.Month1.2	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41N	2	7/6/17	41N	male	41N_Month1_2	41N	A1	A	10/17/17	23
41B_Month1_3_S1827_AZ51_mut	41B_Month1_3	12986.41B.Month1.3	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41B	3	7/6/17	41B	male	41B_Month1_3	41B	A1	A	10/17/17	23
44B_Month3_14_S112_AZ51_mut	44B_Month3_14	12986.44B.Month3.14	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44B	14	7/3/17	44B	female	44B_Month3_14	44B	A2	A	12/12/17	13
43N_Month6_5_S609_AZ51_mut	43N_Month6_5	12986.43N.Month6.5	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43N	5	7/3/17	43N	male	43N_Month6_5	43N	B1	B	3/13/18	18
42L_Month6_13_S486_AZ51_mut	42L_Month6_13	12986.42L.Month6.13	42	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	42L	13	7/6/17	42L	female	42L_Month6_13	42L	A1	A	3/13/18	17
43N_Day7_6_S137_AZ51_mut	43N_Day7_6	12986.43N.Day7.6	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43N	6	7/3/17	43N	male	43N_Day7_6	43N	B1	B	9/20/17	6
44R_Day3_22_S462_AZ51_mut	44R_Day3_22	12986.44R.Day3.22	44	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	44R	22	7/3/17	44R	female	44R_Day3_22	44R	A2	A	9/16/17	24
43L_Day7_18_S140_AZ51_mut	43L_Day7_18	12986.43L.Day7.18	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43L	18	7/3/17	43L	male	43L_Day7_18	43L	B1	B	9/20/17	6
41N_Day7_16_S314_AZ51_mut	41N_Day7_16	12986.41N.Day7.16	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41N	16	7/6/17	41N	male	41N_Day7_16	41N	A1	A	9/20/17	4
46N_Month3_2_S201_AZ51_mut	46N_Month3_2	12986.46N.Month3.2	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46N	2	7/3/17	46N	female	46N_Month3_2	46N	B1	B	12/12/17	15
41L_Month3_4_S1451_AZ51_mut	41L_Month3_4	12986.41L.Month3.4	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41L	4	7/6/17	41L	male	41L_Month3_4	41L	A1	A	12/12/17	10
41N_Month1_8_S1865_AZ51_mut	41N_Month1_8	12986.41N.Month1.8	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41N	8	7/6/17	41N	male	41N_Month1_8	41N	A1	A	10/17/17	23
44R_Month10_6_S621_AZ51_mut	44R_Month10_6	12986.44R.Month10.6	44	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	44R	6	7/3/17	44R	female	44R_Month10_6	44R	A2	A	7/17/18	26
43N_Month3_13_S2_AZ51_mut	43N_Month3_13	12986.43N.Month3.13	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43N	13	7/3/17	43N	male	43N_Month3_13	43N	B1	B	12/12/17	12
41N_Month3_18_S1466_AZ51_mut	41N_Month3_18	12986.41N.Month3.18	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41N	18	7/6/17	41N	male	41N_Month3_18	41N	A1	A	12/12/17	10
46L_Month3_6_S235_AZ51_mut	46L_Month3_6	12986.46L.Month3.6	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46L	6	7/3/17	46L	female	46L_Month3_6	46L	B1	B	12/12/17	15
46L_Day7_8_S345_AZ51_mut	46L_Day7_8	12986.46L.Day7.8	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46L	8	7/3/17	46L	female	46L_Day7_8	46L	B1	B	9/20/17	9
42N_Month3_8_S1579_AZ51_mut	42N_Month3_8	12986.42N.Month3.8	42	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	42N	8	7/6/17	42N	female	42N_Month3_8	42N	A1	A	12/12/17	11
43B_Month3_13_S8_AZ51_mut	43B_Month3_13	12986.43B.Month3.13	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43B	13	7/3/17	43B	male	43B_Month3_13	43B	B1	B	12/12/17	12
41L_Month6_5_S419_AZ51_mut	41L_Month6_5	12986.41L.Month6.5	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41L	5	7/6/17	41L	male	41L_Month6_5	41L	A1	A	3/13/18	16
46N_Month1_6_S527_AZ51_mut	46N_Month1_6	12986.46N.Month1.6	46	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	46N	6	7/3/17	46N	female	46N_Month1_6	46N	B1	B	10/17/17	25
41B_Day7_6_S41_AZ51_mut	41B_Day7_6	12986.41B.Day7.6	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41B	6	7/6/17	41B	male	41B_Day7_6	41B	A1	A	9/20/17	5
41R_Month3_14_S144_AZ51_mut	41R_Month3_14	12986.41R.Month3.14	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41R	14	7/6/17	41R	male	41R_Month3_14	41R	A1	A	12/12/17	10
41N_Month3_17_S1458_AZ51_mut	41N_Month3_17	12986.41N.Month3.17	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41N	17	7/6/17	41N	male	41N_Month3_17	41N	A1	A	12/12/17	10
44R_Day7_11_S277_AZ51_mut	44R_Day7_11	12986.44R.Day7.11	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44R	11	7/3/17	44R	female	44R_Day7_11	44R	A2	A	9/20/17	7
42N_Day7_6_S43_AZ51_mut	42N_Day7_6	12986.42N.Day7.6	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42N	6	7/6/17	42N	female	42N_Day7_6	42N	A1	A	9/20/17	5
46N_Month3_5_S225_AZ51_mut	46N_Month3_5	12986.46N.Month3.5	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46N	5	7/3/17	46N	female	46N_Month3_5	46N	B1	B	12/12/17	15
44N_Day7_13_S194_AZ51_mut	44N_Day7_13	12986.44N.Day7.13	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44N	13	7/3/17	44N	female	44N_Day7_13	44N	A2	A	9/20/17	7
41B_Day7_22_S74_AZ51_mut	41B_Day7_22	12986.41B.Day7.22	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41B	22	7/6/17	41B	male	41B_Day7_22	41B	A1	A	9/20/17	5
44N_Month3_24_S186_AZ51_mut	44N_Month3_24	12986.44N.Month3.24	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44N	24	7/3/17	44N	female	44N_Month3_24	44N	A2	A	12/12/17	13
44N_Month6_4_S1737_AZ51_mut	44N_Month6_4	12986.44N.Month6.4	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44N	4	7/3/17	44N	female	44N_Month6_4	44N	A2	A	3/13/18	19
41R_Month1_4_S507_AZ51_mut	41R_Month1_4	12986.41R.Month1.4	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41R	4	7/6/17	41R	male	41R_Month1_4	41R	A1	A	10/17/17	25
46L_Month6_8_S731_AZ51_mut	46L_Month6_8	12986.46L.Month6.8	46	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	46L	8	7/3/17	46L	female	46L_Month6_8	46L	B1	B	3/13/18	21
41L_Month10_9_S641_AZ51_mut	41L_Month10_9	12986.41L.Month10.9	41	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	41L	9	7/6/17	41L	male	41L_Month10_9	41L	A1	A	7/17/18	26
41L_Day3_5_S417_AZ51_mut	41L_Day3_5	12986.41L.Day3.5	41	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	41L	5	7/6/17	41L	male	41L_Day3_5	41L	A1	A	9/16/17	24
41L_Month3_22_S15_AZ51_mut	41L_Month3_22	12986.41L.Month3.22	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41L	22	7/6/17	41L	male	41L_Month3_22	41L	A1	A	12/12/17	10
42L_Month6_18_S526_AZ51_mut	42L_Month6_18	12986.42L.Month6.18	42	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	42L	18	7/6/17	42L	female	42L_Month6_18	42L	A1	A	3/13/18	17
44B_Month3_23_S184_AZ51_mut	44B_Month3_23	12986.44B.Month3.23	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44B	23	7/3/17	44B	female	44B_Month3_23	44B	A2	A	12/12/17	13
43L_Month3_5_S35_AZ51_mut	43L_Month3_5	12986.43L.Month3.5	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43L	5	7/3/17	43L	male	43L_Month3_5	43L	B1	B	12/12/17	12
42N_Day7_22_S76_AZ51_mut	42N_Day7_22	12986.42N.Day7.22	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42N	22	7/6/17	42N	female	42N_Day7_22	42N	A1	A	9/20/17	5
41LL_Day7_23_S374_AZ51_mut	41LL_Day7_23	12986.41LL.Day7.23	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41LL	23	7/6/17	41LL	male	41LL_Day7_23	41LL	A1	A	9/20/17	4
44L_Month6_8_S1771_AZ51_mut	44L_Month6_8	12986.44L.Month6.8	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44L	8	7/3/17	44L	female	44L_Month6_8	44L	A2	A	3/13/18	19
45N_Day7_23_S141_AZ51_mut	45N_Day7_23	12986.45N.Day7.23	45	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	45N	23	7/3/17	45N	female	45N_Day7_23	45N	B1	B	9/20/17	8
44R_Month6_3_S17_AZ51_mut	44R_Month6_3	12986.44R.Month6.3	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44R	3	7/3/17	44R	female	44R_Month6_3	44R	A2	A	3/13/18	19
44L_Month3_3_S115_AZ51_mut	44L_Month3_3	12986.44L.Month3.3	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44L	3	7/3/17	44L	female	44L_Month3_3	44L	A2	A	12/12/17	13
46R_Month1_16_S184_AZ51_mut	46R_Month1_16	12986.46R.Month1.16	46	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	46R	16	7/3/17	46R	female	46R_Month1_16	46R	B1	B	10/17/17	23
41LL_Month6_4_S413_AZ51_mut	41LL_Month6_4	12986.41LL.Month6.4	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41LL	4	7/6/17	41LL	male	41LL_Month6_4	41LL	A1	A	3/13/18	16
44R_Day7_6_S237_AZ51_mut	44R_Day7_6	12986.44R.Day7.6	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44R	6	7/3/17	44R	female	44R_Day7_6	44R	A2	A	9/20/17	7
44N_Month3_2_S105_AZ51_mut	44N_Month3_2	12986.44N.Month3.2	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44N	2	7/3/17	44N	female	44N_Month3_2	44N	A2	A	12/12/17	13
42L_Day7_20_S62_AZ51_mut	42L_Day7_20	12986.42L.Day7.20	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42L	20	7/6/17	42L	female	42L_Day7_20	42L	A1	A	9/20/17	5
45R_Month6_22_S366_AZ51_mut	45R_Month6_22	12986.45R.Month6.22	45	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	45R	22	7/3/17	45R	female	45R_Month6_22	45R	B1	B	3/13/18	20
44L_Day7_5_S227_AZ51_mut	44L_Day7_5	12986.44L.Day7.5	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44L	5	7/3/17	44L	female	44L_Day7_5	44L	A2	A	9/20/17	7
41B_Month3_3_S1537_AZ51_mut	41B_Month3_3	12986.41B.Month3.3	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41B	3	7/6/17	41B	male	41B_Month3_3	41B	A1	A	12/12/17	11
41R_Day7_7_S34_AZ51_mut	41R_Day7_7	12986.41R.Day7.7	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41R	7	7/6/17	41R	male	41R_Day7_7	41R	A1	A	9/20/17	4
43N_Month3_7_S49_AZ51_mut	43N_Month3_7	12986.43N.Month3.7	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43N	7	7/3/17	43N	male	43N_Month3_7	43N	B1	B	12/12/17	12
41L_Day7_23_S372_AZ51_mut	41L_Day7_23	12986.41L.Day7.23	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41L	23	7/6/17	41L	male	41L_Day7_23	41L	A1	A	9/20/17	4
45L_Day7_14_S134_AZ51_mut	45L_Day7_14	12986.45L.Day7.14	45	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	45L	14	7/3/17	45L	female	45L_Day7_14	45L	B1	B	9/20/17	8
41L_Month10_8_S633_AZ51_mut	41L_Month10_8	12986.41L.Month10.8	41	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	41L	8	7/6/17	41L	male	41L_Month10_8	41L	A1	A	7/17/18	26
42L_Day7_4_S29_AZ51_mut	42L_Day7_4	12986.42L.Day7.4	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42L	4	7/6/17	42L	female	42L_Day7_4	42L	A1	A	9/20/17	5
44N_Month3_8_S153_AZ51_mut	44N_Month3_8	12986.44N.Month3.8	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44N	8	7/3/17	44N	female	44N_Month3_8	44N	A2	A	12/12/17	13
42L_Month3_18_S1566_AZ51_mut	42L_Month3_18	12986.42L.Month3.18	42	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	42L	18	7/6/17	42L	female	42L_Month3_18	42L	A1	A	12/12/17	11
43R_Month6_8_S637_AZ51_mut	43R_Month6_8	12986.43R.Month6.8	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43R	8	7/3/17	43R	male	43R_Month6_8	43R	B1	B	3/13/18	18
41LL_Month6_20_S446_AZ51_mut	41LL_Month6_20	12986.41LL.Month6.20	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41LL	20	7/6/17	41LL	male	41LL_Month6_20	41LL	A1	A	3/13/18	16
41LL_Day7_22_S366_AZ51_mut	41LL_Day7_22	12986.41LL.Day7.22	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41LL	22	7/6/17	41LL	male	41LL_Day7_22	41LL	A1	A	9/20/17	4
41B_Month3_13_S1522_AZ51_mut	41B_Month3_13	12986.41B.Month3.13	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41B	13	7/6/17	41B	male	41B_Month3_13	41B	A1	A	12/12/17	11
41R_Day3_20_S444_AZ51_mut	41R_Day3_20	12986.41R.Day3.20	41	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	41R	20	7/6/17	41R	male	41R_Day3_20	41R	A1	A	9/16/17	24
41L_Day3_15_S402_AZ51_mut	41L_Day3_15	12986.41L.Day3.15	41	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	41L	15	7/6/17	41L	male	41L_Day3_15	41L	A1	A	9/16/17	24
41B_Month1_23_S1892_AZ51_mut	41B_Month1_23	12986.41B.Month1.23	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41B	23	7/6/17	41B	male	41B_Month1_23	41B	A1	A	10/17/17	23
43B_Month3_19_S56_AZ51_mut	43B_Month3_19	12986.43B.Month3.19	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43B	19	7/3/17	43B	male	43B_Month3_19	43B	B1	B	12/12/17	12
44R_Month6_17_S175_AZ51_mut	44R_Month6_17	12986.44R.Month6.17	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44R	17	7/3/17	44R	female	44R_Month6_17	44R	A2	A	3/13/18	19
42R_Month3_10_S1599_AZ51_mut	42R_Month3_10	12986.42R.Month3.10	42	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	42R	10	7/6/17	42R	female	42R_Month3_10	42R	A1	A	12/12/17	11
43N_Month6_19_S626_AZ51_mut	43N_Month6_19	12986.43N.Month6.19	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43N	19	7/3/17	43N	male	43N_Month6_19	43N	B1	B	3/13/18	18
41B_Month1_8_S1867_AZ51_mut	41B_Month1_8	12986.41B.Month1.8	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41B	8	7/6/17	41B	male	41B_Month1_8	41B	A1	A	10/17/17	23
41LL_Day7_17_S326_AZ51_mut	41LL_Day7_17	12986.41LL.Day7.17	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41LL	17	7/6/17	41LL	male	41LL_Day7_17	41LL	A1	A	9/20/17	4
41R_Month10_8_S635_AZ51_mut	41R_Month10_8	12986.41R.Month10.8	41	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	41R	8	7/6/17	41R	male	41R_Month10_8	41R	A1	A	7/17/18	26
43B_Month3_10_S79_AZ51_mut	43B_Month3_10	12986.43B.Month3.10	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43B	10	7/3/17	43B	male	43B_Month3_10	43B	B1	B	12/12/17	12
42N_Day7_21_S68_AZ51_mut	42N_Day7_21	12986.42N.Day7.21	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42N	21	7/6/17	42N	female	42N_Day7_21	42N	A1	A	9/20/17	5
46N_Month6_18_S714_AZ51_mut	46N_Month6_18	12986.46N.Month6.18	46	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	46N	18	7/3/17	46N	female	46N_Month6_18	46N	B1	B	3/13/18	21
44N_Month6_24_S1802_AZ51_mut	44N_Month6_24	12986.44N.Month6.24	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44N	24	7/3/17	44N	female	44N_Month6_24	44N	A2	A	3/13/18	19
43B_Month3_21_S72_AZ51_mut	43B_Month3_21	12986.43B.Month3.21	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43B	21	7/3/17	43B	male	43B_Month3_21	43B	B1	B	12/12/17	12
45L_Day7_24_S142_AZ51_mut	45L_Day7_24	12986.45L.Day7.24	45	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	45L	24	7/3/17	45L	female	45L_Day7_24	45L	B1	B	9/20/17	8
41B_Month3_22_S1594_AZ51_mut	41B_Month3_22	12986.41B.Month3.22	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41B	22	7/6/17	41B	male	41B_Month3_22	41B	A1	A	12/12/17	11
45N_Month6_22_S362_AZ51_mut	45N_Month6_22	12986.45N.Month6.22	45	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	45N	22	7/3/17	45N	female	45N_Month6_22	45N	B1	B	3/13/18	20
41N_Month3_22_S1498_AZ51_mut	41N_Month3_22	12986.41N.Month3.22	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41N	22	7/6/17	41N	male	41N_Month3_22	41N	A1	A	12/12/17	10
43R_Day7_1_S101_AZ51_mut	43R_Day7_1	12986.43R.Day7.1	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43R	1	7/3/17	43R	male	43R_Day7_1	43R	B1	B	9/20/17	6
41R_Month6_13_S392_AZ51_mut	41R_Month6_13	12986.41R.Month6.13	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41R	13	7/6/17	41R	male	41R_Month6_13	41R	A1	A	3/13/18	16
46L_Month6_14_S684_AZ51_mut	46L_Month6_14	12986.46L.Month6.14	46	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	46L	14	7/3/17	46L	female	46L_Month6_14	46L	B1	B	3/13/18	21
44R_Month1_24_S574_AZ51_mut	44R_Month1_24	12986.44R.Month1.24	44	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	44R	24	7/3/17	44R	female	44R_Month1_24	44R	A2	A	10/17/17	25
43L_Month6_2_S587_AZ51_mut	43L_Month6_2	12986.43L.Month6.2	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43L	2	7/3/17	43L	male	43L_Month6_2	43L	B1	B	3/13/18	18
41R_Day7_12_S38_AZ51_mut	41R_Day7_12	12986.41R.Day7.12	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41R	12	7/6/17	41R	male	41R_Day7_12	41R	A1	A	9/20/17	4
44R_Month1_22_S558_AZ51_mut	44R_Month1_22	12986.44R.Month1.22	44	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	44R	22	7/3/17	44R	female	44R_Month1_22	44R	A2	A	10/17/17	25
43B_Month6_3_S599_AZ51_mut	43B_Month6_3	12986.43B.Month6.3	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43B	3	7/3/17	43B	male	43B_Month6_3	43B	B1	B	3/13/18	18
44L_Month6_13_S1716_AZ51_mut	44L_Month6_13	12986.44L.Month6.13	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44L	13	7/3/17	44L	female	44L_Month6_13	44L	A2	A	3/13/18	19
45N_Day7_22_S1402_AZ51_mut	45N_Day7_22	12986.45N.Day7.22	45	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	45N	22	7/3/17	45N	female	45N_Day7_22	45N	B1	B	9/20/17	8
41L_Day7_2_S299_AZ51_mut	41L_Day7_2	12986.41L.Day7.2	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41L	2	7/6/17	41L	male	41L_Day7_2	41L	A1	A	9/20/17	4
46L_Day7_22_S362_AZ51_mut	46L_Day7_22	12986.46L.Day7.22	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46L	22	7/3/17	46L	female	46L_Day7_22	46L	B1	B	9/20/17	9
41B_Day7_2_S9_AZ51_mut	41B_Day7_2	12986.41B.Day7.2	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41B	2	7/6/17	41B	male	41B_Day7_2	41B	A1	A	9/20/17	5
46L_Month6_12_S763_AZ51_mut	46L_Month6_12	12986.46L.Month6.12	46	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	46L	12	7/3/17	46L	female	46L_Month6_12	46L	B1	B	3/13/18	21
45R_Month6_16_S318_AZ51_mut	45R_Month6_16	12986.45R.Month6.16	45	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	45R	16	7/3/17	45R	female	45R_Month6_16	45R	B1	B	3/13/18	20
44R_Month10_3_S597_AZ51_mut	44R_Month10_3	12986.44R.Month10.3	44	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	44R	3	7/3/17	44R	female	44R_Month10_3	44R	A2	A	7/17/18	26
41L_Month3_8_S148_AZ51_mut	41L_Month3_8	12986.41L.Month3.8	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41L	8	7/6/17	41L	male	41L_Month3_8	41L	A1	A	12/12/17	10
41LL_Month3_1_S1429_AZ51_mut	41LL_Month3_1	12986.41LL.Month3.1	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41LL	1	7/6/17	41LL	male	41LL_Month3_1	41LL	A1	A	12/12/17	10
46L_Month6_22_S748_AZ51_mut	46L_Month6_22	12986.46L.Month6.22	46	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	46L	22	7/3/17	46L	female	46L_Month6_22	46L	B1	B	3/13/18	21
46R_Month3_9_S263_AZ51_mut	46R_Month3_9	12986.46R.Month3.9	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46R	9	7/3/17	46R	female	46R_Month3_9	46R	B1	B	12/12/17	15
43L_Month6_23_S660_AZ51_mut	43L_Month6_23	12986.43L.Month6.23	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43L	23	7/3/17	43L	male	43L_Month6_23	43L	B1	B	3/13/18	18
42N_Month3_24_S1612_AZ51_mut	42N_Month3_24	12986.42N.Month3.24	42	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	42N	24	7/6/17	42N	female	42N_Month3_24	42N	A1	A	12/12/17	11
42R_Month6_3_S503_AZ51_mut	42R_Month6_3	12986.42R.Month6.3	42	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	42R	3	7/6/17	42R	female	42R_Month6_3	42R	A1	A	3/13/18	17
41L_Month10_13_S578_AZ51_mut	41L_Month10_13	12986.41L.Month10.13	41	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	41L	13	7/6/17	41L	male	41L_Month10_13	41L	A1	A	7/17/18	26
41L_Month1_23_S562_AZ51_mut	41L_Month1_23	12986.41L.Month1.23	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41L	23	7/6/17	41L	male	41L_Month1_23	41L	A1	A	10/17/17	25
41R_Month6_19_S440_AZ51_mut	41R_Month6_19	12986.41R.Month6.19	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41R	19	7/6/17	41R	male	41R_Month6_19	41R	A1	A	3/13/18	16
41R_Day7_24_S384_AZ51_mut	41R_Day7_24	12986.41R.Day7.24	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41R	24	7/6/17	41R	male	41R_Day7_24	41R	A1	A	9/20/17	4
44B_Day7_3_S215_AZ51_mut	44B_Day7_3	12986.44B.Day7.3	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44B	3	7/3/17	44B	female	44B_Day7_3	44B	A2	A	9/20/17	7
41N_Month1_15_S1826_AZ51_mut	41N_Month1_15	12986.41N.Month1.15	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41N	15	7/6/17	41N	male	41N_Month1_15	41N	A1	A	10/17/17	23
44R_Month1_14_S494_AZ51_mut	44R_Month1_14	12986.44R.Month1.14	44	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	44R	14	7/3/17	44R	female	44R_Month1_14	44R	A2	A	10/17/17	25
41B_Month1_17_S1844_AZ51_mut	41B_Month1_17	12986.41B.Month1.17	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41B	17	7/6/17	41B	male	41B_Month1_17	41B	A1	A	10/17/17	23
41R_Day3_21_S452_AZ51_mut	41R_Day3_21	12986.41R.Day3.21	41	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	41R	21	7/6/17	41R	male	41R_Day3_21	41R	A1	A	9/16/17	24
