	41B_Day7	41B_Month1	41B_Month3	41B_Month6	41LL_Day7	41LL_Month3	41LL_Month6	41L_Day3	41L_Day7	41L_Month1	41L_Month10	41L_Month3	41L_Month6	41N_Day7	41N_Month1	41N_Month3	41N_Month6	41R_Day3	41R_Day7	41R_Month1	41R_Month10	41R_Month3	41R_Month6	42L_Day7	42L_Month3	42L_Month6	42N_Day7	42N_Month3	42N_Month6	42R_Day7	42R_Month3	42R_Month6	43B_Day7	43B_Month6	43L_Day7	43L_Month6	43N_Day7	43N_Month6	43R_Day7	43R_Month6	44B_Day7	44B_Month6	44L_Day7	44L_Month6	44N_Day7	44N_Month1	44N_Month6	44R_Day3	44R_Day7	44R_Month1	44R_Month10	44R_Month6	45L_Day7	45L_Month3	45N_Day7	45N_Month3	45R_Day7	46L_Day7	46L_Month6	46N_Day3	46N_Day7	46N_Month1	46N_Month10	46N_Month6	46R_Day7	46R_Month1	46R_Month6
group_302	1	0	0	0	0	0	0	4	0	8	4	0	0	0	0	0	0	3	0	9	3	0	1	0	0	0	2	0	0	0	0	0	0	0	5	0	3	0	2	0	1	0	1	0	1	0	0	4	0	8	12	0	0	0	0	0	0	1	3	6	0	5	14	0	5	0	0
insA-1	1	0	0	0	0	0	0	4	0	8	4	0	0	0	0	0	0	3	0	10	2	0	1	0	0	0	2	0	0	0	0	0	0	0	5	0	3	0	2	0	1	0	1	0	1	0	0	4	0	8	11	0	0	0	0	0	0	1	3	5	0	5	15	0	5	0	0
group_303	1	0	0	0	0	0	0	3	0	7	4	0	0	0	0	0	0	2	0	8	2	0	1	0	0	0	2	0	0	0	0	0	0	0	5	0	3	0	2	0	1	0	1	0	1	0	0	4	0	7	12	0	0	0	0	0	0	1	3	5	0	4	14	0	4	0	0
yifB	0	11	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	1	0	0	0	0	0	0	1	0	3	0	6	0	1	0	0	0	0	8	12	1
group_816	0	11	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	1	0	0	0	0	0	0	1	0	3	0	6	0	1	0	0	0	0	8	12	1
hdfR	0	11	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	1	0	0	0	0	0	0	1	0	3	0	6	0	1	0	0	0	0	8	12	1
ilvE	0	11	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	3	0	6	0	1	0	0	0	0	8	12	1
ilvM	0	11	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	3	0	6	0	1	0	0	0	0	8	12	1
ilvB_2	0	11	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	3	0	6	0	1	0	0	0	0	8	12	1
ppiC	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	3	0	6	0	1	0	0	0	0	8	12	1
ilvY	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	3	0	6	0	1	0	0	0	0	8	12	1
trxA	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	3	0	6	0	1	0	0	0	0	8	12	1
rhlB	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	3	0	6	0	1	0	0	0	0	8	12	1
gpp	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	3	0	6	0	1	0	0	0	0	8	12	1
rep_2	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	3	0	6	0	1	0	0	0	0	8	12	1
ilvC	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	3	0	6	0	1	0	0	0	0	8	12	1
ilvA	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	3	0	6	0	1	0	0	0	0	8	12	1
ilvD	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	3	0	6	0	1	0	0	0	0	8	12	1
rffE	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	8	12	1
wzzE	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	8	12	1
rfe	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	8	12	1
rho	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	1	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	8	12	1
essD	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
ydfR	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1480	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
rrrQ	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
rzpD	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
borD	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1484	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
nohB	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1486	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1487	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1488	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1489	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1490	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1491	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1492	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1493	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1494	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1495	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1496	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1497	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1498	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1499	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1500	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1501	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
ail	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1503	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1504	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
znuB_2	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
znuB_1	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
fhuC_2	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1508	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1509	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1517	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_52	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
yifK	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	0	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	8	12	1
rffM	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	0	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	8	12	1
wzyE	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	0	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	8	12	1
rffT	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	0	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	8	12	1
wzxE_2	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	0	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	8	12	1
rffA	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	0	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	8	12	1
rffC	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	0	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	8	12	1
rffH	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	0	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	8	12	1
rffG	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	0	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	8	12	1
rffD	0	10	0	1	0	0	4	4	1	2	4	0	0	0	9	0	0	1	1	1	1	0	0	0	1	0	0	1	2	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	8	12	1
tonB	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_92	0	0	0	1	2	0	2	0	0	10	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
intE	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
xisE	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1456	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1458	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1459	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1460	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1461	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1462	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1463	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1464	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1466	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1467	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1468	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1469	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1471	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
ybcN	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1473	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
ybcO	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
rusA	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
ylcG	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
ybcQ	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1510	0	0	0	1	2	0	1	0	0	9	0	0	13	0	0	0	1	0	0	8	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
group_1516	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
kilR	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
cnl	0	2	0	1	1	0	3	2	1	8	7	1	3	1	3	0	0	1	2	6	7	0	1	0	1	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	3	0	0	0	1	0	5	4	0	1	2	2
group_87	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
lexA_1	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
nmpC_2	0	0	0	1	2	0	2	0	0	9	0	0	13	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	3	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	7	1	0	0	0	0
icd_1	0	0	0	1	1	0	2	0	0	10	0	0	12	0	0	0	1	0	0	7	0	0	1	0	0	1	0	0	2	0	0	0	0	4	0	7	0	2	0	10	0	1	0	0	0	0	0	0	0	8	0	1	0	0	2	0	1	0	0	1	3	6	0	0	0	0	0
